June 02, 2017 05:56:13:395000		MOVE  NAO
June 02, 2017 05:58:26:298000	127.0.0.1-9557	414
June 02, 2017 05:58:36:981000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:58:36:985000	127.0.0.1-9557	0
June 02, 2017 05:58:36:990000	127.0.0.1-9557	638
June 02, 2017 05:58:36:994000	127.0.0.1-9557	0
June 02, 2017 05:58:36:999000	127.0.0.1-9557	439
June 02, 2017 05:58:37:019000	127.0.0.1-9557	mask sizes
June 02, 2017 05:58:37:021000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:58:37:026000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:37:029000	127.0.0.1-9557	422
June 02, 2017 05:58:37:032000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:37:037000	127.0.0.1-9557	418
June 02, 2017 05:58:37:041000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:37:045000	127.0.0.1-9557	414
June 02, 2017 05:58:47:539000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:58:47:541000	127.0.0.1-9557	0
June 02, 2017 05:58:47:543000	127.0.0.1-9557	638
June 02, 2017 05:58:47:545000	127.0.0.1-9557	0
June 02, 2017 05:58:47:547000	127.0.0.1-9557	439
June 02, 2017 05:58:47:567000	127.0.0.1-9557	mask sizes
June 02, 2017 05:58:47:569000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:58:47:586000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:47:593000	127.0.0.1-9557	414
June 02, 2017 05:58:47:598000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:47:600000	127.0.0.1-9557	402
June 02, 2017 05:58:47:603000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:47:606000	127.0.0.1-9557	386
June 02, 2017 05:58:58:072000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:58:58:074000	127.0.0.1-9557	0
June 02, 2017 05:58:58:076000	127.0.0.1-9557	638
June 02, 2017 05:58:58:078000	127.0.0.1-9557	0
June 02, 2017 05:58:58:079000	127.0.0.1-9557	439
June 02, 2017 05:58:58:105000	127.0.0.1-9557	mask sizes
June 02, 2017 05:58:58:109000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:58:58:116000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:58:118000	127.0.0.1-9557	422
June 02, 2017 05:58:58:121000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:58:124000	127.0.0.1-9557	418
June 02, 2017 05:58:58:126000	127.0.0.1-9557	left value Y
June 02, 2017 05:58:58:128000	127.0.0.1-9557	414
June 02, 2017 05:59:08:829000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:59:08:830000	127.0.0.1-9557	0
June 02, 2017 05:59:08:832000	127.0.0.1-9557	638
June 02, 2017 05:59:08:834000	127.0.0.1-9557	0
June 02, 2017 05:59:08:835000	127.0.0.1-9557	439
June 02, 2017 05:59:08:854000	127.0.0.1-9557	mask sizes
June 02, 2017 05:59:08:858000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:59:08:866000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:08:871000	127.0.0.1-9557	422
June 02, 2017 05:59:08:875000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:08:882000	127.0.0.1-9557	418
June 02, 2017 05:59:08:887000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:08:890000	127.0.0.1-9557	414
June 02, 2017 05:59:19:467000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:59:19:469000	127.0.0.1-9557	0
June 02, 2017 05:59:19:471000	127.0.0.1-9557	638
June 02, 2017 05:59:19:473000	127.0.0.1-9557	0
June 02, 2017 05:59:19:476000	127.0.0.1-9557	439
June 02, 2017 05:59:19:493000	127.0.0.1-9557	mask sizes
June 02, 2017 05:59:19:496000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:59:19:500000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:19:502000	127.0.0.1-9557	414
June 02, 2017 05:59:19:504000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:19:508000	127.0.0.1-9557	414
June 02, 2017 05:59:19:511000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:19:517000	127.0.0.1-9557	394
June 02, 2017 05:59:29:964000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:59:29:965000	127.0.0.1-9557	0
June 02, 2017 05:59:29:969000	127.0.0.1-9557	638
June 02, 2017 05:59:29:971000	127.0.0.1-9557	0
June 02, 2017 05:59:29:976000	127.0.0.1-9557	439
June 02, 2017 05:59:30:042000	127.0.0.1-9557	mask sizes
June 02, 2017 05:59:30:048000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:59:30:058000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:30:062000	127.0.0.1-9557	422
June 02, 2017 05:59:30:067000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:30:084000	127.0.0.1-9557	418
June 02, 2017 05:59:30:093000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:30:102000	127.0.0.1-9557	414
June 02, 2017 05:59:40:544000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:59:40:546000	127.0.0.1-9557	0
June 02, 2017 05:59:40:548000	127.0.0.1-9557	638
June 02, 2017 05:59:40:549000	127.0.0.1-9557	0
June 02, 2017 05:59:40:551000	127.0.0.1-9557	439
June 02, 2017 05:59:40:571000	127.0.0.1-9557	mask sizes
June 02, 2017 05:59:40:573000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:59:40:578000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:40:581000	127.0.0.1-9557	414
June 02, 2017 05:59:40:586000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:40:588000	127.0.0.1-9557	390
June 02, 2017 05:59:40:595000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:40:601000	127.0.0.1-9557	370
June 02, 2017 05:59:50:846000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:59:50:847000	127.0.0.1-9557	0
June 02, 2017 05:59:50:849000	127.0.0.1-9557	638
June 02, 2017 05:59:50:851000	127.0.0.1-9557	0
June 02, 2017 05:59:50:854000	127.0.0.1-9557	439
June 02, 2017 05:59:50:874000	127.0.0.1-9557	mask sizes
June 02, 2017 05:59:50:876000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:59:50:880000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:50:882000	127.0.0.1-9557	414
June 02, 2017 05:59:50:889000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:50:891000	127.0.0.1-9557	410
June 02, 2017 05:59:50:896000	127.0.0.1-9557	left value Y
June 02, 2017 05:59:50:899000	127.0.0.1-9557	390
June 02, 2017 06:00:02:217000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 06:00:02:220000	127.0.0.1-9557	0
June 02, 2017 06:00:02:224000	127.0.0.1-9557	638
June 02, 2017 06:00:02:227000	127.0.0.1-9557	0
June 02, 2017 06:00:02:230000	127.0.0.1-9557	439
June 02, 2017 06:00:02:267000	127.0.0.1-9557	mask sizes
June 02, 2017 06:00:02:272000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 06:00:02:295000	127.0.0.1-9557	left value Y
June 02, 2017 06:00:02:302000	127.0.0.1-9557	422
June 02, 2017 06:00:02:307000	127.0.0.1-9557	left value Y
June 02, 2017 06:00:02:309000	127.0.0.1-9557	418
June 02, 2017 06:00:02:314000	127.0.0.1-9557	left value Y
June 02, 2017 06:00:02:316000	127.0.0.1-9557	414
