June 06, 2017 21:39:21:466000		MOVE  NAO
June 06, 2017 21:48:45:445000	127.0.0.1-9557	[(236, 420), (236, 420), (255, 423), (236, 423), [640, 480]]
June 06, 2017 21:48:50:181000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 21:48:50:184000	127.0.0.1-9557	[332, 463]
June 06, 2017 21:48:50:189000	127.0.0.1-9557	[(187, 371), (507, 315), (638, 359), (332, 463), [640, 480]]
June 06, 2017 21:48:50:553000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 06, 2017 21:49:10:825000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 21:49:10:857000	127.0.0.1-9557	[176, 467]
June 06, 2017 21:49:10:887000	127.0.0.1-9557	[(87, 371), (463, 311), (638, 355), (176, 467), [640, 480]]
June 06, 2017 21:49:11:452000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 21:49:12:867000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 21:49:12:879000	127.0.0.1-9557	[228, 271]
June 06, 2017 21:49:12:903000	127.0.0.1-9557	[(228, 268), (228, 268), (231, 271), (228, 271), [640, 480]]
June 06, 2017 21:49:16:737000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 21:49:18:074000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 21:49:18:081000	127.0.0.1-9557	[216, 223]
June 06, 2017 21:49:18:085000	127.0.0.1-9557	[(216, 220), (216, 220), (223, 223), (216, 223), [640, 480]]
June 06, 2017 21:49:21:766000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 21:49:23:164000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 21:49:23:166000	127.0.0.1-9557	[212, 259]
June 06, 2017 21:49:23:173000	127.0.0.1-9557	[(212, 256), (212, 256), (219, 259), (212, 259), [640, 480]]
June 06, 2017 21:49:27:262000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 21:49:28:760000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 21:49:28:762000	127.0.0.1-9557	[300, 219]
June 06, 2017 21:49:28:775000	127.0.0.1-9557	[(300, 216), (302, 215), (307, 219), (300, 219), [640, 480]]
June 06, 2017 21:49:32:329000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 21:49:33:733000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 21:49:33:735000	127.0.0.1-9557	[296, 219]
June 06, 2017 21:49:33:746000	127.0.0.1-9557	[(296, 216), (296, 216), (303, 219), (296, 219), [640, 480]]
June 06, 2017 21:49:37:572000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 21:49:37:583000	127.0.0.1-9557	[244, 459]
June 06, 2017 21:49:37:585000	127.0.0.1-9557	[(163, 365), (499, 319), (638, 383), (244, 459), [640, 480]]
June 06, 2017 21:49:38:007000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is NOT FOUND
June 06, 2017 21:49:43:028000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:49:43:030000	127.0.0.1-9557	-1
June 06, 2017 21:49:43:033000	127.0.0.1-9557	-1
June 06, 2017 21:49:43:035000	127.0.0.1-9557	-1
June 06, 2017 21:49:43:037000	127.0.0.1-9557	-1
June 06, 2017 21:49:51:881000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:49:51:885000	127.0.0.1-9557	-1
June 06, 2017 21:49:51:892000	127.0.0.1-9557	-1
June 06, 2017 21:49:51:895000	127.0.0.1-9557	-1
June 06, 2017 21:49:51:901000	127.0.0.1-9557	-1
June 06, 2017 21:50:01:517000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:50:01:522000	127.0.0.1-9557	-1
June 06, 2017 21:50:01:530000	127.0.0.1-9557	-1
June 06, 2017 21:50:01:534000	127.0.0.1-9557	-1
June 06, 2017 21:50:01:536000	127.0.0.1-9557	-1
June 06, 2017 21:50:10:735000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:50:10:738000	127.0.0.1-9557	-1
June 06, 2017 21:50:10:745000	127.0.0.1-9557	-1
June 06, 2017 21:50:10:749000	127.0.0.1-9557	-1
June 06, 2017 21:50:10:752000	127.0.0.1-9557	-1
June 06, 2017 21:50:19:376000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:50:19:381000	127.0.0.1-9557	-1
June 06, 2017 21:50:19:385000	127.0.0.1-9557	-1
June 06, 2017 21:50:19:387000	127.0.0.1-9557	-1
June 06, 2017 21:50:19:389000	127.0.0.1-9557	-1
June 06, 2017 21:50:28:415000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:50:28:418000	127.0.0.1-9557	-1
June 06, 2017 21:50:28:434000	127.0.0.1-9557	-1
June 06, 2017 21:50:28:437000	127.0.0.1-9557	-1
June 06, 2017 21:50:28:445000	127.0.0.1-9557	-1
June 06, 2017 21:50:37:143000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:50:37:147000	127.0.0.1-9557	-1
June 06, 2017 21:50:37:150000	127.0.0.1-9557	-1
June 06, 2017 21:50:37:157000	127.0.0.1-9557	-1
June 06, 2017 21:50:37:160000	127.0.0.1-9557	-1
June 06, 2017 21:50:46:517000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:50:46:529000	127.0.0.1-9557	-1
June 06, 2017 21:50:46:531000	127.0.0.1-9557	-1
June 06, 2017 21:50:46:534000	127.0.0.1-9557	-1
June 06, 2017 21:50:46:544000	127.0.0.1-9557	-1
June 06, 2017 21:50:55:234000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:50:55:238000	127.0.0.1-9557	56
June 06, 2017 21:50:55:247000	127.0.0.1-9557	151
June 06, 2017 21:50:55:249000	127.0.0.1-9557	0
June 06, 2017 21:50:55:255000	127.0.0.1-9557	19
June 06, 2017 21:51:04:231000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:51:04:238000	127.0.0.1-9557	92
June 06, 2017 21:51:04:245000	127.0.0.1-9557	279
June 06, 2017 21:51:04:248000	127.0.0.1-9557	0
June 06, 2017 21:51:04:256000	127.0.0.1-9557	39
June 06, 2017 21:51:13:223000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:51:13:226000	127.0.0.1-9557	40
June 06, 2017 21:51:13:229000	127.0.0.1-9557	363
June 06, 2017 21:51:13:233000	127.0.0.1-9557	0
June 06, 2017 21:51:13:235000	127.0.0.1-9557	71
June 06, 2017 21:51:22:074000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:51:22:077000	127.0.0.1-9557	60
June 06, 2017 21:51:22:081000	127.0.0.1-9557	543
June 06, 2017 21:51:22:089000	127.0.0.1-9557	0
June 06, 2017 21:51:22:095000	127.0.0.1-9557	103
June 06, 2017 21:51:30:860000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:51:30:863000	127.0.0.1-9557	56
June 06, 2017 21:51:30:875000	127.0.0.1-9557	547
June 06, 2017 21:51:30:877000	127.0.0.1-9557	0
June 06, 2017 21:51:30:881000	127.0.0.1-9557	111
June 06, 2017 21:51:39:801000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:51:39:804000	127.0.0.1-9557	100
June 06, 2017 21:51:39:806000	127.0.0.1-9557	595
June 06, 2017 21:51:39:808000	127.0.0.1-9557	0
June 06, 2017 21:51:39:811000	127.0.0.1-9557	115
June 06, 2017 21:51:48:215000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:51:48:218000	127.0.0.1-9557	52
June 06, 2017 21:51:48:220000	127.0.0.1-9557	638
June 06, 2017 21:51:48:222000	127.0.0.1-9557	0
June 06, 2017 21:51:48:225000	127.0.0.1-9557	179
June 06, 2017 21:51:56:859000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:51:56:877000	127.0.0.1-9557	36
June 06, 2017 21:51:56:880000	127.0.0.1-9557	638
June 06, 2017 21:51:56:885000	127.0.0.1-9557	0
June 06, 2017 21:51:56:891000	127.0.0.1-9557	171
June 06, 2017 21:52:04:768000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:52:04:774000	127.0.0.1-9557	92
June 06, 2017 21:52:04:777000	127.0.0.1-9557	638
June 06, 2017 21:52:04:779000	127.0.0.1-9557	0
June 06, 2017 21:52:04:784000	127.0.0.1-9557	139
June 06, 2017 21:52:12:553000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:52:12:555000	127.0.0.1-9557	56
June 06, 2017 21:52:12:557000	127.0.0.1-9557	631
June 06, 2017 21:52:12:562000	127.0.0.1-9557	0
June 06, 2017 21:52:12:565000	127.0.0.1-9557	155
June 06, 2017 21:52:20:374000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:52:20:376000	127.0.0.1-9557	12
June 06, 2017 21:52:20:379000	127.0.0.1-9557	638
June 06, 2017 21:52:20:381000	127.0.0.1-9557	0
June 06, 2017 21:52:20:383000	127.0.0.1-9557	187
June 06, 2017 21:52:28:456000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:52:28:462000	127.0.0.1-9557	4
June 06, 2017 21:52:28:465000	127.0.0.1-9557	638
June 06, 2017 21:52:28:467000	127.0.0.1-9557	0
June 06, 2017 21:52:28:472000	127.0.0.1-9557	247
June 06, 2017 21:52:36:742000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:52:36:744000	127.0.0.1-9557	0
June 06, 2017 21:52:36:745000	127.0.0.1-9557	638
June 06, 2017 21:52:36:748000	127.0.0.1-9557	0
June 06, 2017 21:52:36:750000	127.0.0.1-9557	291
June 06, 2017 21:52:44:634000	127.0.0.1-9557	Four extreme points are: 
June 06, 2017 21:52:44:636000	127.0.0.1-9557	4
June 06, 2017 21:52:44:638000	127.0.0.1-9557	638
June 06, 2017 21:52:44:640000	127.0.0.1-9557	0
June 06, 2017 21:52:44:643000	127.0.0.1-9557	351
