June 08, 2017 19:57:52:167000		MOVE  NAO
June 08, 2017 19:57:57:557000	127.0.0.1-9557	SendMessage
June 08, 2017 19:57:57:560000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
June 08, 2017 19:57:57:562000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
June 08, 2017 19:57:57:567000	127.0.0.1-9557	read messages
June 08, 2017 19:57:57:574000	127.0.0.1-9557	['127.0.0.1:9557', 'NEW NAO']
June 08, 2017 19:57:57:580000	127.0.0.1-9557	START MOVING TO OTHER SIDE MoveToOtherSideOfObject
June 08, 2017 19:57:57:583000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:58:00:302000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:00:312000	127.0.0.1-9557	[224, 223]
June 08, 2017 19:58:00:320000	127.0.0.1-9557	[(223, 218), (227, 215), (231, 219), (224, 223), [640, 480]]
June 08, 2017 19:58:03:772000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:58:05:035000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:05:038000	127.0.0.1-9557	[248, 223]
June 08, 2017 19:58:05:040000	127.0.0.1-9557	[(244, 216), (244, 216), (255, 219), (248, 223), [640, 480]]
June 08, 2017 19:58:08:432000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:58:09:745000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:09:749000	127.0.0.1-9557	[332, 219]
June 08, 2017 19:58:09:751000	127.0.0.1-9557	[(332, 212), (332, 212), (343, 215), (332, 219), [640, 480]]
June 08, 2017 19:58:12:802000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:58:14:079000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:14:082000	127.0.0.1-9557	[348, 387]
June 08, 2017 19:58:14:085000	127.0.0.1-9557	[(348, 384), (348, 384), (355, 387), (348, 387), [640, 480]]
June 08, 2017 19:58:17:714000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:17:719000	127.0.0.1-9557	[480, 331]
June 08, 2017 19:58:17:723000	127.0.0.1-9557	[(471, 287), (543, 279), (638, 331), (480, 331), [640, 480]]
June 08, 2017 19:58:17:760000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 08, 2017 19:58:19:960000	127.0.0.1-9557	DIRECTION TO MOVE IS
June 08, 2017 19:58:19:962000	127.0.0.1-9557	
June 08, 2017 19:58:21:349000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:21:356000	127.0.0.1-9557	[480, 331]
June 08, 2017 19:58:21:363000	127.0.0.1-9557	[(471, 289), (548, 279), (638, 331), (480, 331), [640, 480]]
June 08, 2017 19:58:22:049000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:58:23:603000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:23:606000	127.0.0.1-9557	[348, 387]
June 08, 2017 19:58:23:610000	127.0.0.1-9557	[(348, 384), (348, 384), (355, 387), (348, 387), [640, 480]]
June 08, 2017 19:58:26:702000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:58:27:983000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:27:993000	127.0.0.1-9557	[348, 387]
June 08, 2017 19:58:27:995000	127.0.0.1-9557	[(348, 384), (348, 384), (355, 387), (348, 387), [640, 480]]
June 08, 2017 19:58:31:336000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:31:338000	127.0.0.1-9557	[480, 331]
June 08, 2017 19:58:31:341000	127.0.0.1-9557	[(471, 287), (548, 279), (638, 331), (480, 331), [640, 480]]
June 08, 2017 19:58:31:374000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 08, 2017 19:58:59:347000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:58:59:349000	127.0.0.1-9557	[577, 336]
June 08, 2017 19:58:59:351000	127.0.0.1-9557	[(387, 330), (473, 279), (595, 335), (577, 336), [640, 480]]
June 08, 2017 19:58:59:361000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:59:00:685000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:59:00:687000	127.0.0.1-9557	[268, 255]
June 08, 2017 19:59:00:689000	127.0.0.1-9557	[(264, 248), (264, 248), (271, 255), (268, 255), [640, 480]]
June 08, 2017 19:59:04:341000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:59:05:595000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:59:05:596000	127.0.0.1-9557	[308, 219]
June 08, 2017 19:59:05:599000	127.0.0.1-9557	[(308, 216), (312, 212), (315, 215), (308, 219), [640, 480]]
June 08, 2017 19:59:08:633000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:59:09:942000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:59:09:944000	127.0.0.1-9557	[308, 219]
June 08, 2017 19:59:09:946000	127.0.0.1-9557	[(308, 212), (308, 212), (315, 219), (308, 219), [640, 480]]
June 08, 2017 19:59:13:201000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:59:13:206000	127.0.0.1-9557	[612, 343]
June 08, 2017 19:59:13:211000	127.0.0.1-9557	[(439, 330), (467, 283), (638, 343), (612, 343), [640, 480]]
June 08, 2017 19:59:13:260000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 08, 2017 19:59:41:361000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:59:41:363000	127.0.0.1-9557	[541, 360]
June 08, 2017 19:59:41:366000	127.0.0.1-9557	[(379, 341), (443, 291), (619, 359), (541, 360), [640, 480]]
June 08, 2017 19:59:41:375000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:59:42:674000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:59:42:682000	127.0.0.1-9557	[308, 423]
June 08, 2017 19:59:42:687000	127.0.0.1-9557	[(308, 420), (311, 419), (319, 423), (308, 423), [640, 480]]
June 08, 2017 19:59:45:968000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 19:59:47:235000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:59:47:238000	127.0.0.1-9557	[308, 423]
June 08, 2017 19:59:47:240000	127.0.0.1-9557	[(308, 420), (313, 419), (319, 423), (308, 423), [640, 480]]
June 08, 2017 19:59:50:551000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 19:59:50:553000	127.0.0.1-9557	[553, 360]
June 08, 2017 19:59:50:555000	127.0.0.1-9557	[(376, 336), (443, 291), (619, 359), (553, 360), [640, 480]]
June 08, 2017 19:59:50:564000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 08, 2017 20:00:18:789000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 20:00:18:791000	127.0.0.1-9557	[513, 384]
June 08, 2017 20:00:18:793000	127.0.0.1-9557	[(283, 354), (403, 295), (543, 383), (513, 384), [640, 480]]
June 08, 2017 20:00:18:806000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 20:00:20:081000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 20:00:20:083000	127.0.0.1-9557	[236, 439]
June 08, 2017 20:00:20:093000	127.0.0.1-9557	[(236, 436), (244, 432), (251, 435), (236, 439), [640, 480]]
June 08, 2017 20:00:23:946000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 20:00:25:184000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 20:00:25:186000	127.0.0.1-9557	[304, 439]
June 08, 2017 20:00:25:189000	127.0.0.1-9557	[(304, 432), (308, 431), (315, 435), (304, 439), [640, 480]]
June 08, 2017 20:00:28:268000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 08, 2017 20:00:29:691000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 20:00:29:695000	127.0.0.1-9557	[312, 439]
June 08, 2017 20:00:29:701000	127.0.0.1-9557	[(312, 432), (318, 431), (323, 435), (312, 439), [640, 480]]
June 08, 2017 20:00:32:992000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 08, 2017 20:00:32:995000	127.0.0.1-9557	[608, 391]
June 08, 2017 20:00:32:998000	127.0.0.1-9557	[(359, 364), (479, 295), (635, 391), (608, 391), [640, 480]]
June 08, 2017 20:00:33:012000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
