June 03, 2017 19:19:23:195000		MOVE  NAO
June 03, 2017 19:19:44:398000	127.0.0.1-9557	94
June 03, 2017 19:19:44:403000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:19:51:210000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:19:51:212000	127.0.0.1-9557	-1
June 03, 2017 19:19:51:215000	127.0.0.1-9557	-1
June 03, 2017 19:19:51:218000	127.0.0.1-9557	-1
June 03, 2017 19:19:51:220000	127.0.0.1-9557	-1
June 03, 2017 19:20:01:301000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:20:01:305000	127.0.0.1-9557	-1
June 03, 2017 19:20:01:312000	127.0.0.1-9557	-1
June 03, 2017 19:20:01:315000	127.0.0.1-9557	-1
June 03, 2017 19:20:01:317000	127.0.0.1-9557	-1
June 03, 2017 19:20:10:823000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:20:10:826000	127.0.0.1-9557	-1
June 03, 2017 19:20:10:827000	127.0.0.1-9557	-1
June 03, 2017 19:20:10:829000	127.0.0.1-9557	-1
June 03, 2017 19:20:10:831000	127.0.0.1-9557	-1
June 03, 2017 19:20:20:269000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:20:20:272000	127.0.0.1-9557	-1
June 03, 2017 19:20:20:275000	127.0.0.1-9557	-1
June 03, 2017 19:20:20:279000	127.0.0.1-9557	-1
June 03, 2017 19:20:20:282000	127.0.0.1-9557	-1
June 03, 2017 19:20:30:343000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:20:30:347000	127.0.0.1-9557	-1
June 03, 2017 19:20:30:354000	127.0.0.1-9557	-1
June 03, 2017 19:20:30:357000	127.0.0.1-9557	-1
June 03, 2017 19:20:30:364000	127.0.0.1-9557	-1
June 03, 2017 19:20:39:669000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:20:39:672000	127.0.0.1-9557	204
June 03, 2017 19:20:39:674000	127.0.0.1-9557	638
June 03, 2017 19:20:39:675000	127.0.0.1-9557	0
June 03, 2017 19:20:39:677000	127.0.0.1-9557	163
June 03, 2017 19:20:48:109000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:20:48:111000	127.0.0.1-9557	0
June 03, 2017 19:20:48:115000	127.0.0.1-9557	638
June 03, 2017 19:20:48:118000	127.0.0.1-9557	0
June 03, 2017 19:20:48:121000	127.0.0.1-9557	259
June 03, 2017 19:20:56:701000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:20:56:704000	127.0.0.1-9557	[536, 103]
June 03, 2017 19:20:56:707000	127.0.0.1-9557	[(532, 96), (564, 32), (583, 67), (536, 103), [640, 480]]
June 03, 2017 19:20:59:590000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:20:59:596000	127.0.0.1-9557	0
June 03, 2017 19:20:59:601000	127.0.0.1-9557	638
June 03, 2017 19:20:59:604000	127.0.0.1-9557	0
June 03, 2017 19:20:59:607000	127.0.0.1-9557	259
June 03, 2017 19:20:59:612000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:21:03:473000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:03:478000	127.0.0.1-9557	0
June 03, 2017 19:21:03:480000	127.0.0.1-9557	638
June 03, 2017 19:21:03:483000	127.0.0.1-9557	0
June 03, 2017 19:21:03:488000	127.0.0.1-9557	259
June 03, 2017 19:21:03:585000	127.0.0.1-9557	mask sizes
June 03, 2017 19:21:03:587000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:21:03:601000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:03:603000	127.0.0.1-9557	238
June 03, 2017 19:21:03:605000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:03:607000	127.0.0.1-9557	222
June 03, 2017 19:21:03:610000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:03:612000	127.0.0.1-9557	202
June 03, 2017 19:21:09:863000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:09:866000	127.0.0.1-9557	0
June 03, 2017 19:21:09:869000	127.0.0.1-9557	638
June 03, 2017 19:21:09:871000	127.0.0.1-9557	0
June 03, 2017 19:21:09:873000	127.0.0.1-9557	203
June 03, 2017 19:21:09:897000	127.0.0.1-9557	mask sizes
June 03, 2017 19:21:09:899000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:21:09:910000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:09:914000	127.0.0.1-9557	194
June 03, 2017 19:21:09:917000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:09:921000	127.0.0.1-9557	178
June 03, 2017 19:21:09:926000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:09:933000	127.0.0.1-9557	162
June 03, 2017 19:21:16:379000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:16:381000	127.0.0.1-9557	0
June 03, 2017 19:21:16:383000	127.0.0.1-9557	638
June 03, 2017 19:21:16:385000	127.0.0.1-9557	0
June 03, 2017 19:21:16:387000	127.0.0.1-9557	207
June 03, 2017 19:21:16:411000	127.0.0.1-9557	mask sizes
June 03, 2017 19:21:16:415000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:21:16:425000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:16:428000	127.0.0.1-9557	194
June 03, 2017 19:21:16:430000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:16:433000	127.0.0.1-9557	178
June 03, 2017 19:21:16:436000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:16:439000	127.0.0.1-9557	162
June 03, 2017 19:21:22:906000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:22:920000	127.0.0.1-9557	0
June 03, 2017 19:21:22:936000	127.0.0.1-9557	638
June 03, 2017 19:21:22:939000	127.0.0.1-9557	0
June 03, 2017 19:21:22:941000	127.0.0.1-9557	191
June 03, 2017 19:21:23:063000	127.0.0.1-9557	mask sizes
June 03, 2017 19:21:23:080000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:21:23:095000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:23:097000	127.0.0.1-9557	178
June 03, 2017 19:21:23:099000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:23:102000	127.0.0.1-9557	174
June 03, 2017 19:21:23:106000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:23:109000	127.0.0.1-9557	158
June 03, 2017 19:21:29:653000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:29:656000	127.0.0.1-9557	0
June 03, 2017 19:21:29:658000	127.0.0.1-9557	638
June 03, 2017 19:21:29:659000	127.0.0.1-9557	0
June 03, 2017 19:21:29:661000	127.0.0.1-9557	175
June 03, 2017 19:21:29:678000	127.0.0.1-9557	mask sizes
June 03, 2017 19:21:29:681000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:21:29:696000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:29:710000	127.0.0.1-9557	170
June 03, 2017 19:21:29:713000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:29:717000	127.0.0.1-9557	158
June 03, 2017 19:21:29:720000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:29:722000	127.0.0.1-9557	154
June 03, 2017 19:21:36:242000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:36:245000	127.0.0.1-9557	0
June 03, 2017 19:21:36:250000	127.0.0.1-9557	638
June 03, 2017 19:21:36:254000	127.0.0.1-9557	0
June 03, 2017 19:21:36:258000	127.0.0.1-9557	171
June 03, 2017 19:21:36:286000	127.0.0.1-9557	mask sizes
June 03, 2017 19:21:36:288000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:21:36:299000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:36:304000	127.0.0.1-9557	166
June 03, 2017 19:21:36:308000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:36:313000	127.0.0.1-9557	154
June 03, 2017 19:21:36:317000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:36:320000	127.0.0.1-9557	150
June 03, 2017 19:21:42:735000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:42:737000	127.0.0.1-9557	0
June 03, 2017 19:21:42:739000	127.0.0.1-9557	638
June 03, 2017 19:21:42:741000	127.0.0.1-9557	0
June 03, 2017 19:21:42:744000	127.0.0.1-9557	199
June 03, 2017 19:21:42:770000	127.0.0.1-9557	mask sizes
June 03, 2017 19:21:42:779000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:21:42:796000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:42:800000	127.0.0.1-9557	194
June 03, 2017 19:21:42:809000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:42:817000	127.0.0.1-9557	186
June 03, 2017 19:21:42:820000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:42:822000	127.0.0.1-9557	182
June 03, 2017 19:21:48:986000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:48:989000	127.0.0.1-9557	0
June 03, 2017 19:21:48:994000	127.0.0.1-9557	638
June 03, 2017 19:21:48:997000	127.0.0.1-9557	0
June 03, 2017 19:21:49:000000	127.0.0.1-9557	195
June 03, 2017 19:21:49:037000	127.0.0.1-9557	mask sizes
June 03, 2017 19:21:49:052000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:21:49:188000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:49:190000	127.0.0.1-9557	186
June 03, 2017 19:21:49:208000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:49:210000	127.0.0.1-9557	182
June 03, 2017 19:21:49:212000	127.0.0.1-9557	left value Y
June 03, 2017 19:21:49:213000	127.0.0.1-9557	182
June 03, 2017 19:21:49:223000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:21:58:414000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:21:58:417000	127.0.0.1-9557	0
June 03, 2017 19:21:58:425000	127.0.0.1-9557	638
June 03, 2017 19:21:58:435000	127.0.0.1-9557	136
June 03, 2017 19:21:58:447000	127.0.0.1-9557	478
June 03, 2017 19:21:58:560000	127.0.0.1-9557	640
June 03, 2017 19:22:11:423000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:22:11:424000	127.0.0.1-9557	0
June 03, 2017 19:22:11:426000	127.0.0.1-9557	199
June 03, 2017 19:22:11:428000	127.0.0.1-9557	12
June 03, 2017 19:22:11:430000	127.0.0.1-9557	478
June 03, 2017 19:22:11:436000	127.0.0.1-9557	199
June 03, 2017 19:22:18:422000	127.0.0.1-9557	too much to right: 441
June 03, 2017 19:22:27:748000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:22:27:750000	127.0.0.1-9557	[180, 191]
June 03, 2017 19:22:27:752000	127.0.0.1-9557	[(179, 179), (192, 128), (211, 147), (180, 191), [640, 480]]
June 03, 2017 19:22:30:732000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:22:30:740000	127.0.0.1-9557	0
June 03, 2017 19:22:30:754000	127.0.0.1-9557	638
June 03, 2017 19:22:30:756000	127.0.0.1-9557	0
June 03, 2017 19:22:30:758000	127.0.0.1-9557	319
June 03, 2017 19:22:30:775000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:22:34:695000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:22:34:698000	127.0.0.1-9557	0
June 03, 2017 19:22:34:702000	127.0.0.1-9557	638
June 03, 2017 19:22:34:706000	127.0.0.1-9557	0
June 03, 2017 19:22:34:708000	127.0.0.1-9557	319
June 03, 2017 19:22:34:734000	127.0.0.1-9557	mask sizes
June 03, 2017 19:22:34:737000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:22:34:748000	127.0.0.1-9557	left value Y
June 03, 2017 19:22:34:750000	127.0.0.1-9557	290
June 03, 2017 19:22:34:753000	127.0.0.1-9557	left value Y
June 03, 2017 19:22:34:755000	127.0.0.1-9557	286
June 03, 2017 19:22:34:757000	127.0.0.1-9557	left value Y
June 03, 2017 19:22:34:760000	127.0.0.1-9557	274
June 03, 2017 19:22:40:864000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:22:40:867000	127.0.0.1-9557	0
June 03, 2017 19:22:40:871000	127.0.0.1-9557	638
June 03, 2017 19:22:40:876000	127.0.0.1-9557	0
June 03, 2017 19:22:40:880000	127.0.0.1-9557	311
June 03, 2017 19:22:40:908000	127.0.0.1-9557	mask sizes
June 03, 2017 19:22:40:911000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:22:40:920000	127.0.0.1-9557	left value Y
June 03, 2017 19:22:40:925000	127.0.0.1-9557	294
June 03, 2017 19:22:40:930000	127.0.0.1-9557	left value Y
June 03, 2017 19:22:40:933000	127.0.0.1-9557	294
June 03, 2017 19:22:40:936000	127.0.0.1-9557	left value Y
June 03, 2017 19:22:40:938000	127.0.0.1-9557	290
June 03, 2017 19:22:40:945000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:22:49:834000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:22:49:837000	127.0.0.1-9557	0
June 03, 2017 19:22:49:840000	127.0.0.1-9557	638
June 03, 2017 19:22:49:843000	127.0.0.1-9557	60
June 03, 2017 19:22:49:846000	127.0.0.1-9557	478
June 03, 2017 19:22:49:858000	127.0.0.1-9557	640
June 03, 2017 19:23:02:958000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:23:02:961000	127.0.0.1-9557	0
June 03, 2017 19:23:02:963000	127.0.0.1-9557	171
June 03, 2017 19:23:02:965000	127.0.0.1-9557	4
June 03, 2017 19:23:02:966000	127.0.0.1-9557	478
June 03, 2017 19:23:02:990000	127.0.0.1-9557	171
June 03, 2017 19:23:09:960000	127.0.0.1-9557	too much to right: 469
June 03, 2017 19:23:19:338000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:23:19:343000	127.0.0.1-9557	[236, 203]
June 03, 2017 19:23:19:348000	127.0.0.1-9557	[(235, 191), (244, 132), (283, 155), (236, 203), [640, 480]]
June 03, 2017 19:23:22:280000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:23:22:309000	127.0.0.1-9557	0
June 03, 2017 19:23:22:312000	127.0.0.1-9557	638
June 03, 2017 19:23:22:314000	127.0.0.1-9557	0
June 03, 2017 19:23:22:316000	127.0.0.1-9557	307
June 03, 2017 19:23:22:626000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:23:26:526000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:23:26:530000	127.0.0.1-9557	0
June 03, 2017 19:23:26:534000	127.0.0.1-9557	638
June 03, 2017 19:23:26:538000	127.0.0.1-9557	0
June 03, 2017 19:23:26:541000	127.0.0.1-9557	307
June 03, 2017 19:23:26:565000	127.0.0.1-9557	mask sizes
June 03, 2017 19:23:26:568000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:23:26:581000	127.0.0.1-9557	left value Y
June 03, 2017 19:23:26:586000	127.0.0.1-9557	290
June 03, 2017 19:23:26:589000	127.0.0.1-9557	left value Y
June 03, 2017 19:23:26:592000	127.0.0.1-9557	290
June 03, 2017 19:23:26:607000	127.0.0.1-9557	left value Y
June 03, 2017 19:23:26:612000	127.0.0.1-9557	286
June 03, 2017 19:23:26:621000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:23:35:936000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:23:35:941000	127.0.0.1-9557	0
June 03, 2017 19:23:35:944000	127.0.0.1-9557	638
June 03, 2017 19:23:35:946000	127.0.0.1-9557	144
June 03, 2017 19:23:35:949000	127.0.0.1-9557	478
June 03, 2017 19:23:36:037000	127.0.0.1-9557	640
June 03, 2017 19:23:49:059000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:23:49:067000	127.0.0.1-9557	0
June 03, 2017 19:23:49:076000	127.0.0.1-9557	291
June 03, 2017 19:23:49:078000	127.0.0.1-9557	80
June 03, 2017 19:23:49:080000	127.0.0.1-9557	478
June 03, 2017 19:23:49:099000	127.0.0.1-9557	291
June 03, 2017 19:23:56:086000	127.0.0.1-9557	too much to right: 349
June 03, 2017 19:24:05:638000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:24:05:647000	127.0.0.1-9557	[500, 239]
June 03, 2017 19:24:05:650000	127.0.0.1-9557	[(1, 208), (128, 120), (501, 239), (500, 239), [640, 480]]
June 03, 2017 19:24:09:229000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:24:09:233000	127.0.0.1-9557	0
June 03, 2017 19:24:09:236000	127.0.0.1-9557	638
June 03, 2017 19:24:09:238000	127.0.0.1-9557	0
June 03, 2017 19:24:09:240000	127.0.0.1-9557	303
June 03, 2017 19:24:09:246000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:24:13:608000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:24:13:610000	127.0.0.1-9557	0
June 03, 2017 19:24:13:611000	127.0.0.1-9557	638
June 03, 2017 19:24:13:617000	127.0.0.1-9557	0
June 03, 2017 19:24:13:621000	127.0.0.1-9557	303
June 03, 2017 19:24:13:647000	127.0.0.1-9557	mask sizes
June 03, 2017 19:24:13:653000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:24:13:664000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:13:671000	127.0.0.1-9557	278
June 03, 2017 19:24:13:675000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:13:677000	127.0.0.1-9557	278
June 03, 2017 19:24:13:679000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:13:682000	127.0.0.1-9557	270
June 03, 2017 19:24:20:059000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:24:20:065000	127.0.0.1-9557	0
June 03, 2017 19:24:20:069000	127.0.0.1-9557	638
June 03, 2017 19:24:20:075000	127.0.0.1-9557	0
June 03, 2017 19:24:20:079000	127.0.0.1-9557	307
June 03, 2017 19:24:20:109000	127.0.0.1-9557	mask sizes
June 03, 2017 19:24:20:111000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:24:20:128000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:20:134000	127.0.0.1-9557	306
June 03, 2017 19:24:20:142000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:20:145000	127.0.0.1-9557	298
June 03, 2017 19:24:20:151000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:20:155000	127.0.0.1-9557	290
June 03, 2017 19:24:27:375000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:24:27:381000	127.0.0.1-9557	0
June 03, 2017 19:24:27:385000	127.0.0.1-9557	638
June 03, 2017 19:24:27:388000	127.0.0.1-9557	0
June 03, 2017 19:24:27:391000	127.0.0.1-9557	347
June 03, 2017 19:24:27:425000	127.0.0.1-9557	mask sizes
June 03, 2017 19:24:27:428000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:24:27:439000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:27:443000	127.0.0.1-9557	342
June 03, 2017 19:24:27:446000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:27:448000	127.0.0.1-9557	338
June 03, 2017 19:24:27:453000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:27:457000	127.0.0.1-9557	330
June 03, 2017 19:24:34:514000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:24:34:517000	127.0.0.1-9557	0
June 03, 2017 19:24:34:520000	127.0.0.1-9557	638
June 03, 2017 19:24:34:524000	127.0.0.1-9557	0
June 03, 2017 19:24:34:534000	127.0.0.1-9557	339
June 03, 2017 19:24:34:676000	127.0.0.1-9557	mask sizes
June 03, 2017 19:24:34:685000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:24:34:716000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:34:719000	127.0.0.1-9557	334
June 03, 2017 19:24:34:723000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:34:726000	127.0.0.1-9557	322
June 03, 2017 19:24:34:745000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:34:749000	127.0.0.1-9557	318
June 03, 2017 19:24:41:116000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:24:41:121000	127.0.0.1-9557	0
June 03, 2017 19:24:41:127000	127.0.0.1-9557	638
June 03, 2017 19:24:41:132000	127.0.0.1-9557	0
June 03, 2017 19:24:41:136000	127.0.0.1-9557	339
June 03, 2017 19:24:41:246000	127.0.0.1-9557	mask sizes
June 03, 2017 19:24:41:248000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:24:41:266000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:41:268000	127.0.0.1-9557	330
June 03, 2017 19:24:41:269000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:41:271000	127.0.0.1-9557	330
June 03, 2017 19:24:41:277000	127.0.0.1-9557	left value Y
June 03, 2017 19:24:41:283000	127.0.0.1-9557	330
June 03, 2017 19:24:41:328000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:24:50:499000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:24:50:502000	127.0.0.1-9557	0
June 03, 2017 19:24:50:504000	127.0.0.1-9557	638
June 03, 2017 19:24:50:506000	127.0.0.1-9557	152
June 03, 2017 19:24:50:508000	127.0.0.1-9557	478
June 03, 2017 19:24:50:526000	127.0.0.1-9557	640
June 03, 2017 19:25:04:553000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:25:04:556000	127.0.0.1-9557	0
June 03, 2017 19:25:04:560000	127.0.0.1-9557	471
June 03, 2017 19:25:04:566000	127.0.0.1-9557	60
June 03, 2017 19:25:04:569000	127.0.0.1-9557	478
June 03, 2017 19:25:04:636000	127.0.0.1-9557	471
June 03, 2017 19:25:11:923000	127.0.0.1-9557	too much to right: 169
June 03, 2017 19:25:21:361000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:25:21:367000	127.0.0.1-9557	[56, 259]
June 03, 2017 19:25:21:379000	127.0.0.1-9557	[(52, 244), (68, 176), (159, 195), (56, 259), [640, 480]]
June 03, 2017 19:25:24:536000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:25:24:539000	127.0.0.1-9557	0
June 03, 2017 19:25:24:544000	127.0.0.1-9557	638
June 03, 2017 19:25:24:547000	127.0.0.1-9557	0
June 03, 2017 19:25:24:550000	127.0.0.1-9557	343
June 03, 2017 19:25:24:573000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:25:28:811000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:25:28:813000	127.0.0.1-9557	0
June 03, 2017 19:25:28:815000	127.0.0.1-9557	638
June 03, 2017 19:25:28:818000	127.0.0.1-9557	0
June 03, 2017 19:25:28:819000	127.0.0.1-9557	343
June 03, 2017 19:25:28:839000	127.0.0.1-9557	mask sizes
June 03, 2017 19:25:28:841000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:25:28:846000	127.0.0.1-9557	left value Y
June 03, 2017 19:25:28:848000	127.0.0.1-9557	342
June 03, 2017 19:25:28:850000	127.0.0.1-9557	left value Y
June 03, 2017 19:25:28:852000	127.0.0.1-9557	338
June 03, 2017 19:25:28:853000	127.0.0.1-9557	left value Y
June 03, 2017 19:25:28:855000	127.0.0.1-9557	338
June 03, 2017 19:25:28:863000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:25:38:456000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:25:38:458000	127.0.0.1-9557	0
June 03, 2017 19:25:38:465000	127.0.0.1-9557	638
June 03, 2017 19:25:38:467000	127.0.0.1-9557	152
June 03, 2017 19:25:38:470000	127.0.0.1-9557	478
June 03, 2017 19:25:38:556000	127.0.0.1-9557	640
June 03, 2017 19:25:51:804000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:25:51:807000	127.0.0.1-9557	0
June 03, 2017 19:25:51:809000	127.0.0.1-9557	507
June 03, 2017 19:25:51:813000	127.0.0.1-9557	24
June 03, 2017 19:25:51:815000	127.0.0.1-9557	478
June 03, 2017 19:25:51:832000	127.0.0.1-9557	507
