June 02, 2017 05:45:20:059000		MOVE  NAO
June 02, 2017 05:47:01:049000	127.0.0.1-9557	638
June 02, 2017 05:47:01:051000	127.0.0.1-9557	0
June 02, 2017 05:47:01:053000	127.0.0.1-9557	439
June 02, 2017 05:47:01:060000	127.0.0.1-9557	Keep walking until very close to table
June 02, 2017 05:47:04:960000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:47:04:962000	127.0.0.1-9557	0
June 02, 2017 05:47:04:964000	127.0.0.1-9557	638
June 02, 2017 05:47:04:966000	127.0.0.1-9557	0
June 02, 2017 05:47:04:968000	127.0.0.1-9557	439
June 02, 2017 05:47:04:990000	127.0.0.1-9557	mask sizes
June 02, 2017 05:47:04:992000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:47:04:999000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:05:002000	127.0.0.1-9557	422
June 02, 2017 05:47:05:007000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:05:011000	127.0.0.1-9557	418
June 02, 2017 05:47:05:015000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:05:021000	127.0.0.1-9557	414
June 02, 2017 05:47:16:045000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:47:16:048000	127.0.0.1-9557	0
June 02, 2017 05:47:16:051000	127.0.0.1-9557	638
June 02, 2017 05:47:16:054000	127.0.0.1-9557	0
June 02, 2017 05:47:16:067000	127.0.0.1-9557	439
June 02, 2017 05:47:16:096000	127.0.0.1-9557	mask sizes
June 02, 2017 05:47:16:102000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:47:16:109000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:16:112000	127.0.0.1-9557	422
June 02, 2017 05:47:16:116000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:16:120000	127.0.0.1-9557	418
June 02, 2017 05:47:16:123000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:16:127000	127.0.0.1-9557	414
June 02, 2017 05:47:26:726000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:47:26:733000	127.0.0.1-9557	0
June 02, 2017 05:47:26:737000	127.0.0.1-9557	638
June 02, 2017 05:47:26:739000	127.0.0.1-9557	0
June 02, 2017 05:47:26:742000	127.0.0.1-9557	443
June 02, 2017 05:47:26:761000	127.0.0.1-9557	mask sizes
June 02, 2017 05:47:26:763000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:47:26:768000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:26:771000	127.0.0.1-9557	422
June 02, 2017 05:47:26:775000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:26:779000	127.0.0.1-9557	418
June 02, 2017 05:47:26:783000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:26:786000	127.0.0.1-9557	414
June 02, 2017 05:47:37:372000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:47:37:382000	127.0.0.1-9557	0
June 02, 2017 05:47:37:387000	127.0.0.1-9557	638
June 02, 2017 05:47:37:389000	127.0.0.1-9557	0
June 02, 2017 05:47:37:391000	127.0.0.1-9557	439
June 02, 2017 05:47:37:413000	127.0.0.1-9557	mask sizes
June 02, 2017 05:47:37:420000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:47:37:426000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:37:433000	127.0.0.1-9557	414
June 02, 2017 05:47:37:441000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:37:448000	127.0.0.1-9557	410
June 02, 2017 05:47:37:456000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:37:461000	127.0.0.1-9557	394
June 02, 2017 05:47:48:267000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:47:48:272000	127.0.0.1-9557	0
June 02, 2017 05:47:48:278000	127.0.0.1-9557	638
June 02, 2017 05:47:48:281000	127.0.0.1-9557	0
June 02, 2017 05:47:48:284000	127.0.0.1-9557	439
June 02, 2017 05:47:48:431000	127.0.0.1-9557	mask sizes
June 02, 2017 05:47:48:438000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:47:48:456000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:48:463000	127.0.0.1-9557	418
June 02, 2017 05:47:48:471000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:48:477000	127.0.0.1-9557	414
June 02, 2017 05:47:48:482000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:48:496000	127.0.0.1-9557	406
June 02, 2017 05:47:55:638000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:47:55:642000	127.0.0.1-9557	0
June 02, 2017 05:47:55:645000	127.0.0.1-9557	638
June 02, 2017 05:47:55:648000	127.0.0.1-9557	0
June 02, 2017 05:47:55:650000	127.0.0.1-9557	439
June 02, 2017 05:47:55:670000	127.0.0.1-9557	mask sizes
June 02, 2017 05:47:55:672000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:47:55:676000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:55:680000	127.0.0.1-9557	414
June 02, 2017 05:47:55:684000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:55:689000	127.0.0.1-9557	414
June 02, 2017 05:47:55:693000	127.0.0.1-9557	left value Y
June 02, 2017 05:47:55:697000	127.0.0.1-9557	402
June 02, 2017 05:48:06:560000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:48:06:563000	127.0.0.1-9557	0
June 02, 2017 05:48:06:572000	127.0.0.1-9557	638
June 02, 2017 05:48:06:582000	127.0.0.1-9557	0
June 02, 2017 05:48:06:589000	127.0.0.1-9557	439
June 02, 2017 05:48:06:619000	127.0.0.1-9557	mask sizes
June 02, 2017 05:48:06:622000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:48:06:641000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:06:645000	127.0.0.1-9557	422
June 02, 2017 05:48:06:649000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:06:662000	127.0.0.1-9557	418
June 02, 2017 05:48:06:665000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:06:667000	127.0.0.1-9557	414
June 02, 2017 05:48:17:025000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:48:17:029000	127.0.0.1-9557	0
June 02, 2017 05:48:17:033000	127.0.0.1-9557	638
June 02, 2017 05:48:17:039000	127.0.0.1-9557	0
June 02, 2017 05:48:17:043000	127.0.0.1-9557	439
June 02, 2017 05:48:17:067000	127.0.0.1-9557	mask sizes
June 02, 2017 05:48:17:070000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:48:17:076000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:17:079000	127.0.0.1-9557	422
June 02, 2017 05:48:17:082000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:17:085000	127.0.0.1-9557	418
June 02, 2017 05:48:17:088000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:17:091000	127.0.0.1-9557	414
June 02, 2017 05:48:27:851000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:48:27:857000	127.0.0.1-9557	0
June 02, 2017 05:48:27:864000	127.0.0.1-9557	638
June 02, 2017 05:48:27:873000	127.0.0.1-9557	0
June 02, 2017 05:48:27:881000	127.0.0.1-9557	439
June 02, 2017 05:48:27:941000	127.0.0.1-9557	mask sizes
June 02, 2017 05:48:27:960000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:48:27:968000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:27:971000	127.0.0.1-9557	422
June 02, 2017 05:48:27:975000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:27:980000	127.0.0.1-9557	418
June 02, 2017 05:48:27:990000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:27:996000	127.0.0.1-9557	414
June 02, 2017 05:48:38:480000	127.0.0.1-9557	Four extreme points are: 
June 02, 2017 05:48:38:483000	127.0.0.1-9557	0
June 02, 2017 05:48:38:486000	127.0.0.1-9557	638
June 02, 2017 05:48:38:489000	127.0.0.1-9557	0
June 02, 2017 05:48:38:492000	127.0.0.1-9557	439
June 02, 2017 05:48:38:520000	127.0.0.1-9557	mask sizes
June 02, 2017 05:48:38:529000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 02, 2017 05:48:38:554000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:38:562000	127.0.0.1-9557	422
June 02, 2017 05:48:38:566000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:38:567000	127.0.0.1-9557	418
June 02, 2017 05:48:38:569000	127.0.0.1-9557	left value Y
June 02, 2017 05:48:38:575000	127.0.0.1-9557	414
