May 20, 2017 10:38:40:745000		MOVE  NAO
May 20, 2017 10:38:46:613000	127.0.0.1-9557	SendMessage
May 20, 2017 10:38:46:631000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
May 20, 2017 10:38:46:640000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
May 20, 2017 10:38:46:799000	127.0.0.1-9557	read messages
May 20, 2017 10:38:46:852000	127.0.0.1-9557	['127.0.0.1:9557', 'NEW NAO']
May 20, 2017 10:38:46:868000	127.0.0.1-9559	SendMessage
May 20, 2017 10:38:46:885000	127.0.0.1-9559	[['127.0.0.1:9559', 'NEW NAO']]
May 20, 2017 10:38:46:889000	127.0.0.1-9559	[['127.0.0.1:9559', 'NEW NAO']]
May 20, 2017 10:38:46:938000	127.0.0.1-9557	STARTING LOOKFORTABLE
May 20, 2017 10:38:47:039000	127.0.0.1-9559	read messages
May 20, 2017 10:38:47:153000	127.0.0.1-9557	FindObjectOfInterest
May 20, 2017 10:38:47:218000	127.0.0.1-9559	['127.0.0.1:9559', 'NEW NAO']
May 20, 2017 10:38:47:323000	127.0.0.1-9559	STARTING LOOKFORTABLE
May 20, 2017 10:38:47:460000	127.0.0.1-9559	FindObjectOfInterest
May 20, 2017 10:38:50:549000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 20, 2017 10:38:50:553000	127.0.0.1-9557	[280, 459]
May 20, 2017 10:38:50:560000	127.0.0.1-9557	[(276, 448), (280, 444), (284, 456), (280, 459), [640, 480]]
May 20, 2017 10:38:50:626000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 20, 2017 10:38:50:632000	127.0.0.1-9559	[379, 478]
May 20, 2017 10:38:50:635000	127.0.0.1-9559	[(371, 350), (379, 339), (638, 340), (379, 478), [640, 480]]
May 20, 2017 10:38:50:959000	127.0.0.1-9557	initial top cam
May 20, 2017 10:38:51:018000	127.0.0.1-9559	initial top cam
May 20, 2017 10:38:52:995000	127.0.0.1-9557	object found
May 20, 2017 10:38:52:998000	127.0.0.1-9557	9557
May 20, 2017 10:38:53:312000	127.0.0.1-9557	send distance message
May 20, 2017 10:38:53:452000	127.0.0.1-9559	object found
May 20, 2017 10:38:53:454000	127.0.0.1-9559	9559
May 20, 2017 10:38:53:502000	127.0.0.1-9557	SendDistanceToObjectMessage
May 20, 2017 10:38:53:523000	127.0.0.1-9557	451
May 20, 2017 10:38:53:862000	127.0.0.1-9559	send distance message
May 20, 2017 10:38:53:898000	127.0.0.1-9559	SendDistanceToObjectMessage
May 20, 2017 10:38:53:900000	127.0.0.1-9559	410
May 20, 2017 10:38:53:905000	127.0.0.1-9559	STARTING GoToTable
May 20, 2017 10:38:53:909000	127.0.0.1-9559	STARTING behaviourMoveToCornerOfObject
May 20, 2017 10:38:53:910000	127.0.0.1-9559	ALign image to centre
May 20, 2017 10:38:53:928000	127.0.0.1-9559	127.0.0.1:9557
May 20, 2017 10:38:53:941000	127.0.0.1-9559	THE LEADER IS: 
May 20, 2017 10:38:54:059000	127.0.0.1-9559	127.0.0.1:9557
May 20, 2017 10:38:54:071000	127.0.0.1-9557	STARTING GoToTable
May 20, 2017 10:38:54:152000	127.0.0.1-9559	START MoveAwayFromObject
May 20, 2017 10:38:54:161000	127.0.0.1-9557	STARTING behaviourMoveToCornerOfObject
May 20, 2017 10:38:54:167000	127.0.0.1-9557	ALign image to centre
May 20, 2017 10:38:55:283000	127.0.0.1-9557	127.0.0.1:9557
May 20, 2017 10:38:55:336000	127.0.0.1-9557	THE LEADER IS: 
May 20, 2017 10:38:55:389000	127.0.0.1-9557	127.0.0.1:9557
May 20, 2017 10:39:01:509000	127.0.0.1-9559	FindDirectionOfOtherRobot
