April 23, 2017 19:17:32:685000		MOVE  NAO
April 23, 2017 19:24:35:753000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:35:755000	127.0.0.1-9557	1
April 23, 2017 19:24:35:913000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:24:35:915000	127.0.0.1-9559	[636, 27]
April 23, 2017 19:24:35:917000	127.0.0.1-9559	[(612, 4), (612, 4), (638, 27), (636, 27), [640, 480]]
April 23, 2017 19:24:36:761000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:36:769000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:36:772000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:36:775000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:36:779000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:36:782000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:36:785000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:36:787000	127.0.0.1-9557	1
April 23, 2017 19:24:37:792000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:37:795000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:37:797000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:37:798000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:37:801000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:37:803000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:37:805000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:37:807000	127.0.0.1-9557	1
April 23, 2017 19:24:38:814000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:38:831000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:38:835000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:38:838000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:38:842000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:38:845000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:38:848000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:38:852000	127.0.0.1-9557	1
April 23, 2017 19:24:39:862000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:39:908000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:39:914000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:39:918000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:39:921000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:39:936000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:39:938000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:39:940000	127.0.0.1-9557	1
April 23, 2017 19:24:40:947000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:40:955000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:40:959000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:40:962000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:40:964000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:40:966000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:40:969000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:40:971000	127.0.0.1-9557	1
April 23, 2017 19:24:41:975000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:41:977000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:41:979000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:41:981000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:41:983000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:41:985000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:41:987000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:41:989000	127.0.0.1-9557	1
April 23, 2017 19:24:42:992000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:42:995000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:42:997000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:42:999000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:43:001000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:43:003000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:43:005000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:43:006000	127.0.0.1-9557	1
April 23, 2017 19:24:43:375000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:24:43:379000	127.0.0.1-9559	[615, 24]
April 23, 2017 19:24:43:386000	127.0.0.1-9559	[(612, 20), (623, 11), (627, 15), (615, 24), [640, 480]]
April 23, 2017 19:24:44:009000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:44:012000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:44:013000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:44:015000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:44:017000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:44:019000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:44:021000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:44:023000	127.0.0.1-9557	1
April 23, 2017 19:24:44:686000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:24:44:688000	127.0.0.1-9559	[632, 195]
April 23, 2017 19:24:44:689000	127.0.0.1-9559	[(412, 1), (412, 1), (638, 195), (632, 195), [640, 480]]
April 23, 2017 19:24:45:033000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:45:082000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:45:086000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:45:088000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:45:090000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:45:093000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:45:096000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:45:098000	127.0.0.1-9557	1
April 23, 2017 19:24:46:101000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:46:104000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:46:106000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:46:107000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:46:109000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:46:111000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:46:112000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:46:114000	127.0.0.1-9557	1
April 23, 2017 19:24:47:122000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:47:133000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:47:138000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:47:143000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:47:147000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:47:152000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:47:154000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:47:158000	127.0.0.1-9557	1
April 23, 2017 19:24:48:160000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:48:163000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:48:165000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:48:166000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:48:168000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:48:171000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:48:173000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:48:177000	127.0.0.1-9557	1
April 23, 2017 19:24:49:180000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:49:182000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:49:184000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:49:187000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:49:188000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:49:191000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:49:193000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:49:194000	127.0.0.1-9557	1
April 23, 2017 19:24:50:228000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:50:241000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:50:245000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:50:250000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:50:255000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:50:262000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:50:265000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:50:277000	127.0.0.1-9557	1
April 23, 2017 19:24:51:287000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:51:295000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:51:303000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:51:309000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:51:311000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:51:315000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:51:322000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:51:327000	127.0.0.1-9557	1
April 23, 2017 19:24:52:116000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:24:52:118000	127.0.0.1-9559	[631, 40]
April 23, 2017 19:24:52:121000	127.0.0.1-9559	[(592, 24), (596, 12), (635, 39), (631, 40), [640, 480]]
April 23, 2017 19:24:52:353000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:52:368000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:52:380000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:52:383000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:52:385000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:52:388000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:52:392000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:52:395000	127.0.0.1-9557	1
April 23, 2017 19:24:53:437000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:24:53:441000	127.0.0.1-9559	[630, 47]
April 23, 2017 19:24:53:449000	127.0.0.1-9559	[(596, 20), (608, 12), (631, 45), (630, 47), [640, 480]]
April 23, 2017 19:24:53:509000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:53:518000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:53:522000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:53:525000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:53:527000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:53:535000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:53:542000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:53:550000	127.0.0.1-9557	1
April 23, 2017 19:24:54:554000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:54:562000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:54:564000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:54:566000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:54:568000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:54:571000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:54:574000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:54:577000	127.0.0.1-9557	1
April 23, 2017 19:24:55:581000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:55:583000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:55:585000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:55:587000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:55:589000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:55:592000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:55:595000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:55:597000	127.0.0.1-9557	1
April 23, 2017 19:24:56:605000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:56:607000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:56:609000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:56:612000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:56:614000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:56:616000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:56:618000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:56:622000	127.0.0.1-9557	1
April 23, 2017 19:24:57:637000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:57:644000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:57:647000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:57:652000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:57:654000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:57:657000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:57:659000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:57:661000	127.0.0.1-9557	1
April 23, 2017 19:24:58:665000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:58:673000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:58:677000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:58:679000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:58:682000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:58:684000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:58:689000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:58:691000	127.0.0.1-9557	1
April 23, 2017 19:24:59:699000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:24:59:707000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:24:59:711000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:24:59:722000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:24:59:731000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:24:59:743000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:24:59:757000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:24:59:767000	127.0.0.1-9557	1
April 23, 2017 19:25:00:780000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:00:786000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:00:789000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:00:793000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:00:795000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:00:799000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:00:802000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:00:803000	127.0.0.1-9557	1
April 23, 2017 19:25:00:984000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:25:00:986000	127.0.0.1-9559	[624, 163]
April 23, 2017 19:25:00:987000	127.0.0.1-9559	[(388, 1), (388, 1), (638, 160), (624, 163), [640, 480]]
April 23, 2017 19:25:01:808000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:01:813000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:01:817000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:01:822000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:01:824000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:01:826000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:01:828000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:01:830000	127.0.0.1-9557	1
April 23, 2017 19:25:02:231000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:25:02:233000	127.0.0.1-9559	[524, 71]
April 23, 2017 19:25:02:235000	127.0.0.1-9559	[(524, 68), (556, 40), (583, 67), (524, 71), [640, 480]]
April 23, 2017 19:25:02:833000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:02:835000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:02:837000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:02:839000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:02:841000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:02:844000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:02:847000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:02:849000	127.0.0.1-9557	1
April 23, 2017 19:25:03:852000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:03:854000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:03:856000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:03:859000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:03:862000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:03:864000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:03:867000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:03:872000	127.0.0.1-9557	1
April 23, 2017 19:25:04:875000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:04:879000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:04:886000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:04:888000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:04:891000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:04:893000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:04:900000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:04:908000	127.0.0.1-9557	1
April 23, 2017 19:25:05:915000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:05:920000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:05:922000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:05:928000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:05:933000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:05:938000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:05:940000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:05:942000	127.0.0.1-9557	1
April 23, 2017 19:25:06:951000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:06:957000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:06:960000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:06:964000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:06:971000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:06:976000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:06:985000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:06:991000	127.0.0.1-9557	1
April 23, 2017 19:25:07:997000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:07:999000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:08:001000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:08:003000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:08:004000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:08:007000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:08:009000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:08:012000	127.0.0.1-9557	1
April 23, 2017 19:25:09:014000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:09:020000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:09:022000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:09:024000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:09:026000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:09:029000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:09:032000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:09:035000	127.0.0.1-9557	1
April 23, 2017 19:25:09:322000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:25:09:325000	127.0.0.1-9559	[480, 75]
April 23, 2017 19:25:09:328000	127.0.0.1-9559	[(480, 72), (499, 47), (524, 60), (480, 75), [640, 480]]
April 23, 2017 19:25:10:041000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:10:046000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:10:049000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:10:054000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:10:061000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:10:064000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:10:067000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:10:073000	127.0.0.1-9557	1
April 23, 2017 19:25:10:604000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
April 23, 2017 19:25:10:606000	127.0.0.1-9559	[527, 44]
April 23, 2017 19:25:10:608000	127.0.0.1-9559	[(524, 40), (552, 12), (575, 41), (527, 44), [640, 480]]
April 23, 2017 19:25:11:084000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:11:092000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:11:097000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:11:099000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:11:101000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:11:104000	127.0.0.1-9557	starting count of lines in file
April 23, 2017 19:25:11:107000	127.0.0.1-9557	127.0.0.1:9557READYTOLIFT

April 23, 2017 19:25:11:111000	127.0.0.1-9557	1
April 23, 2017 19:25:12:155000	127.0.0.1-9557	READYTOLIFT
April 23, 2017 19:25:12:202000	127.0.0.1-9557	GetReadyToLift
April 23, 2017 19:25:12:205000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO'], ['127.0.0.1:9557', 'READYTOLIFT']]
April 23, 2017 19:25:12:207000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
April 23, 2017 19:25:12:212000	127.0.0.1-9557	1 NAO READYTOLIFT
April 23, 2017 19:25:12:244000	127.0.0.1-9557	starting count of lines in file
