May 01, 2017 09:17:54:657000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:17:54:665000	127.0.0.1-9557	[76, 11]
May 01, 2017 09:17:54:669000	127.0.0.1-9557	[(76, 8), (80, 4), (87, 11), (76, 11), [640, 480]]
May 01, 2017 09:17:55:088000	127.0.0.1-9557	Keep walking until very close to table
May 01, 2017 09:17:56:503000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:17:56:506000	127.0.0.1-9557	[20, 15]
May 01, 2017 09:17:56:508000	127.0.0.1-9557	[(20, 12), (27, 3), (31, 7), (20, 15), [640, 480]]
May 01, 2017 09:17:56:555000	127.0.0.1-9557	mask sizes
May 01, 2017 09:17:56:557000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:17:56:618000	127.0.0.1-9557	left value Y
May 01, 2017 09:17:56:621000	127.0.0.1-9557	74
May 01, 2017 09:17:56:626000	127.0.0.1-9557	left value Y
May 01, 2017 09:17:56:630000	127.0.0.1-9557	70
May 01, 2017 09:17:56:636000	127.0.0.1-9557	left value Y
May 01, 2017 09:17:56:645000	127.0.0.1-9557	54
May 01, 2017 09:17:58:714000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:00:534000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:18:00:537000	127.0.0.1-9557	[42, 12]
May 01, 2017 09:18:00:539000	127.0.0.1-9557	[(1, 11), (175, 1), (175, 1), (42, 12), [640, 480]]
May 01, 2017 09:18:00:863000	127.0.0.1-9557	mask sizes
May 01, 2017 09:18:00:865000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:18:00:895000	127.0.0.1-9557	left value Y
May 01, 2017 09:18:00:896000	127.0.0.1-9557	54
May 01, 2017 09:18:00:898000	127.0.0.1-9557	left value Y
May 01, 2017 09:18:00:900000	127.0.0.1-9557	50
May 01, 2017 09:18:00:902000	127.0.0.1-9557	left value Y
May 01, 2017 09:18:00:903000	127.0.0.1-9557	38
May 01, 2017 09:18:02:187000	127.0.0.1-9559	50
May 01, 2017 09:18:03:227000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:06:535000	127.0.0.1-9559	0
May 01, 2017 09:18:07:578000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:11:347000	127.0.0.1-9559	-50
May 01, 2017 09:18:12:434000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:16:076000	127.0.0.1-9559	-100
May 01, 2017 09:18:17:161000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:20:681000	127.0.0.1-9559	-150
May 01, 2017 09:18:28:770000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:32:203000	127.0.0.1-9559	50
May 01, 2017 09:18:33:221000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:36:865000	127.0.0.1-9559	0
May 01, 2017 09:18:38:223000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:40:940000	127.0.0.1-9557	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:18:42:470000	127.0.0.1-9559	-50
May 01, 2017 09:18:42:510000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:18:42:538000	127.0.0.1-9557	[630, 36]
May 01, 2017 09:18:42:547000	127.0.0.1-9557	[(532, 1), (532, 1), (638, 36), (630, 36), [640, 480]]
May 01, 2017 09:18:43:629000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:44:578000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:18:44:581000	127.0.0.1-9557	[576, 31]
May 01, 2017 09:18:44:584000	127.0.0.1-9557	[(576, 20), (579, 19), (591, 27), (576, 31), [640, 480]]
May 01, 2017 09:18:45:514000	127.0.0.1-9557	Keep walking until very close to table
May 01, 2017 09:18:47:166000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:18:47:180000	127.0.0.1-9557	[536, 23]
May 01, 2017 09:18:47:184000	127.0.0.1-9557	[(536, 20), (547, 15), (551, 19), (536, 23), [640, 480]]
May 01, 2017 09:18:47:882000	127.0.0.1-9559	-100
May 01, 2017 09:18:48:473000	127.0.0.1-9557	mask sizes
May 01, 2017 09:18:48:478000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:18:48:585000	127.0.0.1-9557	left value Y
May 01, 2017 09:18:48:599000	127.0.0.1-9557	94
May 01, 2017 09:18:48:601000	127.0.0.1-9557	left value Y
May 01, 2017 09:18:48:612000	127.0.0.1-9557	90
May 01, 2017 09:18:48:615000	127.0.0.1-9557	left value Y
May 01, 2017 09:18:48:617000	127.0.0.1-9557	90
May 01, 2017 09:18:49:392000	127.0.0.1-9559	FindDirectionOfOtherRobot
May 01, 2017 09:18:50:793000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:18:50:796000	127.0.0.1-9559	[636, 339]
May 01, 2017 09:18:50:798000	127.0.0.1-9559	[(636, 336), (636, 336), (638, 339), (636, 339), [640, 480]]
May 01, 2017 09:18:55:033000	127.0.0.1-9559	FindDirectionOfOtherRobot is RIGHT
May 01, 2017 09:18:55:037000	127.0.0.1-9559	DIRECTION TO MOVE IS
May 01, 2017 09:18:55:039000	127.0.0.1-9559	LEFT
May 01, 2017 09:18:58:106000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:18:58:110000	127.0.0.1-9559	[184, 3]
May 01, 2017 09:18:58:115000	127.0.0.1-9559	[(184, 1), (184, 1), (188, 3), (184, 3), [640, 480]]
May 01, 2017 09:18:58:218000	127.0.0.1-9559	Keep walking until very close to table
May 01, 2017 09:18:59:602000	127.0.0.1-9559	mask sizes
May 01, 2017 09:18:59:604000	127.0.0.1-9559	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:18:59:628000	127.0.0.1-9559	left value Y
May 01, 2017 09:18:59:637000	127.0.0.1-9559	10
May 01, 2017 09:18:59:643000	127.0.0.1-9559	Y values left mid right
May 01, 2017 09:18:59:653000	127.0.0.1-9559	10
May 01, 2017 09:18:59:660000	127.0.0.1-9559	-1
May 01, 2017 09:18:59:683000	127.0.0.1-9559	-1
May 01, 2017 09:19:03:841000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:03:848000	127.0.0.1-9559	[444, 7]
May 01, 2017 09:19:03:852000	127.0.0.1-9559	[(443, 1), (443, 1), (448, 5), (444, 7), [640, 480]]
May 01, 2017 09:19:04:512000	127.0.0.1-9559	mask sizes
May 01, 2017 09:19:04:539000	127.0.0.1-9559	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:19:04:666000	127.0.0.1-9559	left value Y
May 01, 2017 09:19:04:675000	127.0.0.1-9559	14
May 01, 2017 09:19:04:680000	127.0.0.1-9559	left value Y
May 01, 2017 09:19:04:684000	127.0.0.1-9559	6
May 01, 2017 09:19:04:691000	127.0.0.1-9559	Y values left mid right
May 01, 2017 09:19:04:696000	127.0.0.1-9559	-1
May 01, 2017 09:19:04:705000	127.0.0.1-9559	6
May 01, 2017 09:19:04:710000	127.0.0.1-9559	14
May 01, 2017 09:19:09:244000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:09:249000	127.0.0.1-9559	[465, 15]
May 01, 2017 09:19:09:253000	127.0.0.1-9559	[(451, 13), (472, 1), (475, 5), (465, 15), [640, 480]]
May 01, 2017 09:19:09:307000	127.0.0.1-9559	mask sizes
May 01, 2017 09:19:09:312000	127.0.0.1-9559	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:19:09:386000	127.0.0.1-9559	left value Y
May 01, 2017 09:19:09:393000	127.0.0.1-9559	22
May 01, 2017 09:19:09:399000	127.0.0.1-9559	left value Y
May 01, 2017 09:19:09:403000	127.0.0.1-9559	14
May 01, 2017 09:19:09:408000	127.0.0.1-9559	left value Y
May 01, 2017 09:19:09:418000	127.0.0.1-9559	14
May 01, 2017 09:19:10:878000	127.0.0.1-9557	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:19:12:270000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:12:273000	127.0.0.1-9557	[636, 175]
May 01, 2017 09:19:12:275000	127.0.0.1-9557	[(299, 74), (328, 48), (638, 175), (636, 175), [640, 480]]
