June 01, 2017 06:15:03:112000		MOVE  NAO
June 01, 2017 06:20:51:991000	127.0.0.1-9557	182
June 01, 2017 06:20:51:995000	127.0.0.1-9557	left value Y
June 01, 2017 06:20:51:998000	127.0.0.1-9557	166
June 01, 2017 06:21:00:363000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:21:00:365000	127.0.0.1-9557	0
June 01, 2017 06:21:00:368000	127.0.0.1-9557	638
June 01, 2017 06:21:00:376000	127.0.0.1-9557	0
June 01, 2017 06:21:00:378000	127.0.0.1-9557	235
June 01, 2017 06:21:00:438000	127.0.0.1-9557	mask sizes
June 01, 2017 06:21:00:448000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:21:00:471000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:00:490000	127.0.0.1-9557	206
June 01, 2017 06:21:00:495000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:00:499000	127.0.0.1-9557	190
June 01, 2017 06:21:00:503000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:00:510000	127.0.0.1-9557	170
June 01, 2017 06:21:08:868000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:21:08:870000	127.0.0.1-9557	0
June 01, 2017 06:21:08:872000	127.0.0.1-9557	638
June 01, 2017 06:21:08:873000	127.0.0.1-9557	0
June 01, 2017 06:21:08:875000	127.0.0.1-9557	243
June 01, 2017 06:21:08:991000	127.0.0.1-9557	mask sizes
June 01, 2017 06:21:08:993000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:21:09:012000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:09:025000	127.0.0.1-9557	214
June 01, 2017 06:21:09:030000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:09:036000	127.0.0.1-9557	198
June 01, 2017 06:21:09:041000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:09:044000	127.0.0.1-9557	178
June 01, 2017 06:21:16:963000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:21:16:967000	127.0.0.1-9557	0
June 01, 2017 06:21:16:969000	127.0.0.1-9557	638
June 01, 2017 06:21:16:972000	127.0.0.1-9557	0
June 01, 2017 06:21:16:974000	127.0.0.1-9557	259
June 01, 2017 06:21:17:000000	127.0.0.1-9557	mask sizes
June 01, 2017 06:21:17:005000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:21:17:031000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:17:037000	127.0.0.1-9557	226
June 01, 2017 06:21:17:043000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:17:045000	127.0.0.1-9557	218
June 01, 2017 06:21:17:050000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:17:052000	127.0.0.1-9557	194
June 01, 2017 06:21:24:813000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:21:24:817000	127.0.0.1-9557	0
June 01, 2017 06:21:24:820000	127.0.0.1-9557	638
June 01, 2017 06:21:24:823000	127.0.0.1-9557	0
June 01, 2017 06:21:24:826000	127.0.0.1-9557	215
June 01, 2017 06:21:24:855000	127.0.0.1-9557	mask sizes
June 01, 2017 06:21:24:858000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:21:24:872000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:24:888000	127.0.0.1-9557	190
June 01, 2017 06:21:24:897000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:24:900000	127.0.0.1-9557	174
June 01, 2017 06:21:24:906000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:24:908000	127.0.0.1-9557	158
June 01, 2017 06:21:32:675000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:21:32:678000	127.0.0.1-9557	0
June 01, 2017 06:21:32:680000	127.0.0.1-9557	638
June 01, 2017 06:21:32:686000	127.0.0.1-9557	0
June 01, 2017 06:21:32:692000	127.0.0.1-9557	223
June 01, 2017 06:21:32:822000	127.0.0.1-9557	mask sizes
June 01, 2017 06:21:32:824000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:21:32:845000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:32:851000	127.0.0.1-9557	190
June 01, 2017 06:21:32:855000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:32:858000	127.0.0.1-9557	174
June 01, 2017 06:21:32:861000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:32:865000	127.0.0.1-9557	154
June 01, 2017 06:21:40:354000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:21:40:360000	127.0.0.1-9557	0
June 01, 2017 06:21:40:365000	127.0.0.1-9557	638
June 01, 2017 06:21:40:370000	127.0.0.1-9557	0
June 01, 2017 06:21:40:373000	127.0.0.1-9557	199
June 01, 2017 06:21:40:411000	127.0.0.1-9557	mask sizes
June 01, 2017 06:21:40:422000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:21:40:461000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:40:469000	127.0.0.1-9557	162
June 01, 2017 06:21:40:480000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:40:483000	127.0.0.1-9557	146
June 01, 2017 06:21:40:488000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:40:493000	127.0.0.1-9557	142
June 01, 2017 06:21:48:287000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:21:48:290000	127.0.0.1-9557	0
June 01, 2017 06:21:48:299000	127.0.0.1-9557	475
June 01, 2017 06:21:48:302000	127.0.0.1-9557	0
June 01, 2017 06:21:48:304000	127.0.0.1-9557	155
June 01, 2017 06:21:48:375000	127.0.0.1-9557	mask sizes
June 01, 2017 06:21:48:386000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:21:48:491000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:48:493000	127.0.0.1-9557	122
June 01, 2017 06:21:48:503000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:48:505000	127.0.0.1-9557	98
June 01, 2017 06:21:48:518000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:48:520000	127.0.0.1-9557	78
June 01, 2017 06:21:56:155000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:21:56:158000	127.0.0.1-9557	0
June 01, 2017 06:21:56:161000	127.0.0.1-9557	391
June 01, 2017 06:21:56:164000	127.0.0.1-9557	0
June 01, 2017 06:21:56:168000	127.0.0.1-9557	147
June 01, 2017 06:21:56:189000	127.0.0.1-9557	mask sizes
June 01, 2017 06:21:56:191000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:21:56:203000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:56:208000	127.0.0.1-9557	110
June 01, 2017 06:21:56:216000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:56:222000	127.0.0.1-9557	86
June 01, 2017 06:21:56:225000	127.0.0.1-9557	left value Y
June 01, 2017 06:21:56:228000	127.0.0.1-9557	62
June 01, 2017 06:22:03:792000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:22:03:794000	127.0.0.1-9557	0
June 01, 2017 06:22:03:797000	127.0.0.1-9557	367
June 01, 2017 06:22:03:799000	127.0.0.1-9557	0
June 01, 2017 06:22:03:801000	127.0.0.1-9557	135
June 01, 2017 06:22:03:825000	127.0.0.1-9557	mask sizes
June 01, 2017 06:22:03:828000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:22:03:842000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:03:844000	127.0.0.1-9557	94
June 01, 2017 06:22:03:848000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:03:850000	127.0.0.1-9557	70
June 01, 2017 06:22:03:853000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:03:860000	127.0.0.1-9557	38
June 01, 2017 06:22:11:468000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:22:11:471000	127.0.0.1-9557	0
June 01, 2017 06:22:11:474000	127.0.0.1-9557	391
June 01, 2017 06:22:11:478000	127.0.0.1-9557	0
June 01, 2017 06:22:11:483000	127.0.0.1-9557	155
June 01, 2017 06:22:11:508000	127.0.0.1-9557	mask sizes
June 01, 2017 06:22:11:511000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:22:11:529000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:11:534000	127.0.0.1-9557	106
June 01, 2017 06:22:11:541000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:11:544000	127.0.0.1-9557	86
June 01, 2017 06:22:11:549000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:11:552000	127.0.0.1-9557	66
June 01, 2017 06:22:19:101000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:22:19:104000	127.0.0.1-9557	0
June 01, 2017 06:22:19:106000	127.0.0.1-9557	239
June 01, 2017 06:22:19:108000	127.0.0.1-9557	0
June 01, 2017 06:22:19:110000	127.0.0.1-9557	87
June 01, 2017 06:22:19:129000	127.0.0.1-9557	mask sizes
June 01, 2017 06:22:19:131000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:22:19:147000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:19:150000	127.0.0.1-9557	50
June 01, 2017 06:22:19:153000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:19:158000	127.0.0.1-9557	18
June 01, 2017 06:22:19:162000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:19:166000	127.0.0.1-9557	2
June 01, 2017 06:22:26:750000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:22:26:752000	127.0.0.1-9557	0
June 01, 2017 06:22:26:755000	127.0.0.1-9557	163
June 01, 2017 06:22:26:757000	127.0.0.1-9557	0
June 01, 2017 06:22:26:759000	127.0.0.1-9557	63
June 01, 2017 06:22:26:777000	127.0.0.1-9557	mask sizes
June 01, 2017 06:22:26:779000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:22:26:794000	127.0.0.1-9557	left value Y
June 01, 2017 06:22:26:797000	127.0.0.1-9557	6
June 01, 2017 06:22:26:800000	127.0.0.1-9557	Y values left mid right
June 01, 2017 06:22:26:803000	127.0.0.1-9557	-1
June 01, 2017 06:22:26:811000	127.0.0.1-9557	6
June 01, 2017 06:22:26:815000	127.0.0.1-9557	-1
June 01, 2017 06:22:26:830000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 01, 2017 06:22:39:484000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:22:39:489000	127.0.0.1-9557	364
June 01, 2017 06:22:39:508000	127.0.0.1-9557	638
June 01, 2017 06:22:39:524000	127.0.0.1-9557	0
June 01, 2017 06:22:39:529000	127.0.0.1-9557	47
June 01, 2017 06:22:39:810000	127.0.0.1-9557	276
June 01, 2017 06:22:52:737000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:22:52:741000	127.0.0.1-9557	160
June 01, 2017 06:22:52:744000	127.0.0.1-9557	163
June 01, 2017 06:22:52:758000	127.0.0.1-9557	448
June 01, 2017 06:22:52:761000	127.0.0.1-9557	451
June 01, 2017 06:22:52:766000	127.0.0.1-9557	163
June 01, 2017 06:22:59:706000	127.0.0.1-9557	too much to right: 113
June 01, 2017 06:23:09:009000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 01, 2017 06:23:09:012000	127.0.0.1-9557	[6, 43]
June 01, 2017 06:23:09:016000	127.0.0.1-9557	[(1, 43), (92, 1), (103, 3), (6, 43), [640, 480]]
June 01, 2017 06:23:11:825000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:23:11:827000	127.0.0.1-9557	0
June 01, 2017 06:23:11:830000	127.0.0.1-9557	299
June 01, 2017 06:23:11:833000	127.0.0.1-9557	0
June 01, 2017 06:23:11:841000	127.0.0.1-9557	135
June 01, 2017 06:23:11:849000	127.0.0.1-9557	Keep walking until very close to table
June 01, 2017 06:23:15:701000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:23:15:705000	127.0.0.1-9557	0
June 01, 2017 06:23:15:708000	127.0.0.1-9557	299
June 01, 2017 06:23:15:710000	127.0.0.1-9557	0
June 01, 2017 06:23:15:712000	127.0.0.1-9557	135
June 01, 2017 06:23:15:737000	127.0.0.1-9557	mask sizes
June 01, 2017 06:23:15:741000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:23:15:753000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:15:759000	127.0.0.1-9557	130
June 01, 2017 06:23:15:763000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:15:767000	127.0.0.1-9557	94
June 01, 2017 06:23:15:772000	127.0.0.1-9557	Y values left mid right
June 01, 2017 06:23:15:776000	127.0.0.1-9557	-1
June 01, 2017 06:23:15:780000	127.0.0.1-9557	130
June 01, 2017 06:23:15:784000	127.0.0.1-9557	94
June 01, 2017 06:23:23:479000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:23:23:481000	127.0.0.1-9557	0
June 01, 2017 06:23:23:483000	127.0.0.1-9557	315
June 01, 2017 06:23:23:485000	127.0.0.1-9557	0
June 01, 2017 06:23:23:486000	127.0.0.1-9557	127
June 01, 2017 06:23:23:504000	127.0.0.1-9557	mask sizes
June 01, 2017 06:23:23:506000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:23:23:521000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:23:523000	127.0.0.1-9557	126
June 01, 2017 06:23:23:528000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:23:532000	127.0.0.1-9557	98
June 01, 2017 06:23:23:542000	127.0.0.1-9557	Y values left mid right
June 01, 2017 06:23:23:547000	127.0.0.1-9557	-1
June 01, 2017 06:23:23:550000	127.0.0.1-9557	126
June 01, 2017 06:23:23:553000	127.0.0.1-9557	98
June 01, 2017 06:23:31:286000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:23:31:289000	127.0.0.1-9557	0
June 01, 2017 06:23:31:292000	127.0.0.1-9557	191
June 01, 2017 06:23:31:295000	127.0.0.1-9557	0
June 01, 2017 06:23:31:298000	127.0.0.1-9557	79
June 01, 2017 06:23:31:319000	127.0.0.1-9557	mask sizes
June 01, 2017 06:23:31:321000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:23:31:337000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:31:340000	127.0.0.1-9557	66
June 01, 2017 06:23:31:343000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:31:347000	127.0.0.1-9557	46
June 01, 2017 06:23:31:350000	127.0.0.1-9557	Y values left mid right
June 01, 2017 06:23:31:353000	127.0.0.1-9557	-1
June 01, 2017 06:23:31:355000	127.0.0.1-9557	66
June 01, 2017 06:23:31:358000	127.0.0.1-9557	46
June 01, 2017 06:23:38:671000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:23:38:672000	127.0.0.1-9557	0
June 01, 2017 06:23:38:674000	127.0.0.1-9557	143
June 01, 2017 06:23:38:690000	127.0.0.1-9557	0
June 01, 2017 06:23:38:693000	127.0.0.1-9557	75
June 01, 2017 06:23:38:755000	127.0.0.1-9557	mask sizes
June 01, 2017 06:23:38:758000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:23:38:780000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:38:792000	127.0.0.1-9557	58
June 01, 2017 06:23:38:802000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:38:805000	127.0.0.1-9557	26
June 01, 2017 06:23:38:810000	127.0.0.1-9557	Y values left mid right
June 01, 2017 06:23:38:815000	127.0.0.1-9557	-1
June 01, 2017 06:23:38:818000	127.0.0.1-9557	58
June 01, 2017 06:23:38:823000	127.0.0.1-9557	26
June 01, 2017 06:23:46:827000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:23:46:831000	127.0.0.1-9557	0
June 01, 2017 06:23:46:834000	127.0.0.1-9557	179
June 01, 2017 06:23:46:840000	127.0.0.1-9557	0
June 01, 2017 06:23:46:842000	127.0.0.1-9557	79
June 01, 2017 06:23:46:904000	127.0.0.1-9557	mask sizes
June 01, 2017 06:23:46:908000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:23:46:936000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:46:939000	127.0.0.1-9557	66
June 01, 2017 06:23:46:947000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:46:949000	127.0.0.1-9557	42
June 01, 2017 06:23:46:953000	127.0.0.1-9557	Y values left mid right
June 01, 2017 06:23:46:955000	127.0.0.1-9557	-1
June 01, 2017 06:23:46:957000	127.0.0.1-9557	66
June 01, 2017 06:23:46:963000	127.0.0.1-9557	42
June 01, 2017 06:23:54:562000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:23:54:564000	127.0.0.1-9557	0
June 01, 2017 06:23:54:567000	127.0.0.1-9557	71
June 01, 2017 06:23:54:570000	127.0.0.1-9557	0
June 01, 2017 06:23:54:573000	127.0.0.1-9557	31
June 01, 2017 06:23:54:605000	127.0.0.1-9557	mask sizes
June 01, 2017 06:23:54:612000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 01, 2017 06:23:54:717000	127.0.0.1-9557	left value Y
June 01, 2017 06:23:54:728000	127.0.0.1-9557	22
June 01, 2017 06:23:54:734000	127.0.0.1-9557	Y values left mid right
June 01, 2017 06:23:54:747000	127.0.0.1-9557	-1
June 01, 2017 06:23:54:757000	127.0.0.1-9557	22
June 01, 2017 06:23:54:783000	127.0.0.1-9557	-1
June 01, 2017 06:23:55:008000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 01, 2017 06:24:07:725000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:24:07:729000	127.0.0.1-9557	612
June 01, 2017 06:24:07:732000	127.0.0.1-9557	627
June 01, 2017 06:24:07:735000	127.0.0.1-9557	0
June 01, 2017 06:24:07:738000	127.0.0.1-9557	3
June 01, 2017 06:24:07:750000	127.0.0.1-9557	28
June 01, 2017 06:24:20:742000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:24:20:758000	127.0.0.1-9557	-1
June 01, 2017 06:24:20:782000	127.0.0.1-9557	-1
June 01, 2017 06:24:20:784000	127.0.0.1-9557	-1
June 01, 2017 06:24:20:785000	127.0.0.1-9557	-1
June 01, 2017 06:24:29:008000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:24:29:014000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:24:33:125000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:24:33:128000	127.0.0.1-9557	-1
June 01, 2017 06:24:33:131000	127.0.0.1-9557	-1
June 01, 2017 06:24:33:134000	127.0.0.1-9557	-1
June 01, 2017 06:24:33:136000	127.0.0.1-9557	-1
June 01, 2017 06:24:35:808000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:24:39:946000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:24:39:948000	127.0.0.1-9557	-1
June 01, 2017 06:24:39:952000	127.0.0.1-9557	-1
June 01, 2017 06:24:39:957000	127.0.0.1-9557	-1
June 01, 2017 06:24:39:959000	127.0.0.1-9557	-1
June 01, 2017 06:24:42:669000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:24:47:730000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:24:47:732000	127.0.0.1-9557	-1
June 01, 2017 06:24:47:741000	127.0.0.1-9557	-1
June 01, 2017 06:24:47:744000	127.0.0.1-9557	-1
June 01, 2017 06:24:47:752000	127.0.0.1-9557	-1
June 01, 2017 06:24:50:616000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:24:55:227000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:24:55:230000	127.0.0.1-9557	-1
June 01, 2017 06:24:55:233000	127.0.0.1-9557	-1
June 01, 2017 06:24:55:237000	127.0.0.1-9557	-1
June 01, 2017 06:24:55:239000	127.0.0.1-9557	-1
June 01, 2017 06:24:58:117000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:02:314000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:02:316000	127.0.0.1-9557	-1
June 01, 2017 06:25:02:319000	127.0.0.1-9557	-1
June 01, 2017 06:25:02:322000	127.0.0.1-9557	-1
June 01, 2017 06:25:02:325000	127.0.0.1-9557	-1
June 01, 2017 06:25:05:276000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:09:305000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:09:314000	127.0.0.1-9557	160
June 01, 2017 06:25:09:317000	127.0.0.1-9557	163
June 01, 2017 06:25:09:320000	127.0.0.1-9557	448
June 01, 2017 06:25:09:325000	127.0.0.1-9557	451
June 01, 2017 06:25:12:274000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:17:152000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:17:156000	127.0.0.1-9557	160
June 01, 2017 06:25:17:159000	127.0.0.1-9557	163
June 01, 2017 06:25:17:187000	127.0.0.1-9557	448
June 01, 2017 06:25:17:191000	127.0.0.1-9557	451
June 01, 2017 06:25:20:450000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:25:384000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:25:388000	127.0.0.1-9557	-1
June 01, 2017 06:25:25:392000	127.0.0.1-9557	-1
June 01, 2017 06:25:25:394000	127.0.0.1-9557	-1
June 01, 2017 06:25:25:397000	127.0.0.1-9557	-1
June 01, 2017 06:25:28:224000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:32:271000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:32:278000	127.0.0.1-9557	-1
June 01, 2017 06:25:32:281000	127.0.0.1-9557	-1
June 01, 2017 06:25:32:283000	127.0.0.1-9557	-1
June 01, 2017 06:25:32:286000	127.0.0.1-9557	-1
June 01, 2017 06:25:35:172000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:39:339000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:39:342000	127.0.0.1-9557	-1
June 01, 2017 06:25:39:345000	127.0.0.1-9557	-1
June 01, 2017 06:25:39:347000	127.0.0.1-9557	-1
June 01, 2017 06:25:39:350000	127.0.0.1-9557	-1
June 01, 2017 06:25:42:118000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:45:864000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:45:866000	127.0.0.1-9557	160
June 01, 2017 06:25:45:868000	127.0.0.1-9557	163
June 01, 2017 06:25:45:871000	127.0.0.1-9557	448
June 01, 2017 06:25:45:873000	127.0.0.1-9557	451
June 01, 2017 06:25:48:618000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:52:417000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:52:419000	127.0.0.1-9557	-1
June 01, 2017 06:25:52:421000	127.0.0.1-9557	-1
June 01, 2017 06:25:52:423000	127.0.0.1-9557	-1
June 01, 2017 06:25:52:425000	127.0.0.1-9557	-1
June 01, 2017 06:25:55:183000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:25:59:054000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:25:59:056000	127.0.0.1-9557	-1
June 01, 2017 06:25:59:058000	127.0.0.1-9557	-1
June 01, 2017 06:25:59:060000	127.0.0.1-9557	-1
June 01, 2017 06:25:59:063000	127.0.0.1-9557	-1
June 01, 2017 06:26:01:830000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:26:05:959000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:26:05:960000	127.0.0.1-9557	156
June 01, 2017 06:26:05:962000	127.0.0.1-9557	159
June 01, 2017 06:26:05:963000	127.0.0.1-9557	436
June 01, 2017 06:26:05:965000	127.0.0.1-9557	439
June 01, 2017 06:26:08:640000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:26:12:722000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:26:12:726000	127.0.0.1-9557	0
June 01, 2017 06:26:12:730000	127.0.0.1-9557	31
June 01, 2017 06:26:12:733000	127.0.0.1-9557	0
June 01, 2017 06:26:12:737000	127.0.0.1-9557	39
June 01, 2017 06:26:15:413000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:26:19:267000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:26:19:271000	127.0.0.1-9557	0
June 01, 2017 06:26:19:273000	127.0.0.1-9557	63
June 01, 2017 06:26:19:277000	127.0.0.1-9557	0
June 01, 2017 06:26:19:279000	127.0.0.1-9557	91
June 01, 2017 06:26:21:997000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 01, 2017 06:26:26:633000	127.0.0.1-9557	Four extreme points are: 
June 01, 2017 06:26:26:637000	127.0.0.1-9557	0
June 01, 2017 06:26:26:640000	127.0.0.1-9557	159
June 01, 2017 06:26:26:644000	127.0.0.1-9557	0
June 01, 2017 06:26:26:649000	127.0.0.1-9557	439
June 01, 2017 06:26:29:398000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
