June 06, 2017 19:37:11:295000		MOVE  NAO
June 06, 2017 19:37:16:556000	127.0.0.1-9557	SendMessage
June 06, 2017 19:37:16:559000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
June 06, 2017 19:37:16:562000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
June 06, 2017 19:37:16:567000	127.0.0.1-9557	read messages
June 06, 2017 19:37:16:570000	127.0.0.1-9557	['127.0.0.1:9557', 'NEW NAO']
June 06, 2017 19:37:16:580000	127.0.0.1-9557	START MOVING TO OTHER SIDE MoveToOtherSideOfObject
June 06, 2017 19:37:16:584000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:37:19:463000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:19:466000	127.0.0.1-9557	[220, 251]
June 06, 2017 19:37:19:471000	127.0.0.1-9557	[(216, 244), (216, 244), (227, 251), (220, 251), [640, 480]]
June 06, 2017 19:37:22:938000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:37:24:323000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:24:326000	127.0.0.1-9557	[216, 223]
June 06, 2017 19:37:24:328000	127.0.0.1-9557	[(212, 216), (212, 216), (219, 223), (216, 223), [640, 480]]
June 06, 2017 19:37:29:012000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:37:30:356000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:30:359000	127.0.0.1-9557	[260, 251]
June 06, 2017 19:37:30:363000	127.0.0.1-9557	[(256, 244), (256, 244), (267, 251), (260, 251), [640, 480]]
June 06, 2017 19:37:33:898000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:37:35:292000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:35:296000	127.0.0.1-9557	[308, 251]
June 06, 2017 19:37:35:298000	127.0.0.1-9557	[(300, 244), (300, 244), (311, 251), (308, 251), [640, 480]]
June 06, 2017 19:37:38:337000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:37:39:657000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:39:661000	127.0.0.1-9557	[312, 251]
June 06, 2017 19:37:39:663000	127.0.0.1-9557	[(308, 244), (308, 244), (319, 251), (312, 251), [640, 480]]
June 06, 2017 19:37:43:252000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:43:260000	127.0.0.1-9557	[469, 332]
June 06, 2017 19:37:43:265000	127.0.0.1-9557	[(443, 289), (484, 279), (638, 327), (469, 332), [640, 480]]
June 06, 2017 19:37:43:291000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 06, 2017 19:37:45:400000	127.0.0.1-9557	DIRECTION TO MOVE IS
June 06, 2017 19:37:45:403000	127.0.0.1-9557	
June 06, 2017 19:37:46:706000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:46:709000	127.0.0.1-9557	[469, 332]
June 06, 2017 19:37:46:720000	127.0.0.1-9557	[(443, 289), (483, 279), (638, 327), (469, 332), [640, 480]]
June 06, 2017 19:37:46:843000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:37:48:250000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:48:262000	127.0.0.1-9557	[308, 219]
June 06, 2017 19:37:48:265000	127.0.0.1-9557	[(308, 216), (316, 212), (319, 215), (308, 219), [640, 480]]
June 06, 2017 19:37:51:524000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:37:52:854000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:52:857000	127.0.0.1-9557	[308, 219]
June 06, 2017 19:37:52:860000	127.0.0.1-9557	[(308, 216), (316, 212), (319, 215), (308, 219), [640, 480]]
June 06, 2017 19:37:56:243000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:37:56:248000	127.0.0.1-9557	[469, 332]
June 06, 2017 19:37:56:258000	127.0.0.1-9557	[(443, 287), (483, 279), (638, 327), (469, 332), [640, 480]]
June 06, 2017 19:37:56:868000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 06, 2017 19:38:25:101000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:38:25:104000	127.0.0.1-9557	[361, 336]
June 06, 2017 19:38:25:109000	127.0.0.1-9557	[(344, 316), (431, 279), (535, 331), (361, 336), [640, 480]]
June 06, 2017 19:38:25:126000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:38:26:488000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:38:26:495000	127.0.0.1-9557	[260, 407]
June 06, 2017 19:38:26:497000	127.0.0.1-9557	[(260, 404), (263, 403), (267, 407), (260, 407), [640, 480]]
June 06, 2017 19:38:30:613000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:38:31:871000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:38:31:877000	127.0.0.1-9557	[208, 219]
June 06, 2017 19:38:31:880000	127.0.0.1-9557	[(207, 214), (208, 212), (211, 219), (208, 219), [640, 480]]
June 06, 2017 19:38:35:532000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:38:37:051000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:38:37:055000	127.0.0.1-9557	[288, 255]
June 06, 2017 19:38:37:059000	127.0.0.1-9557	[(284, 248), (284, 248), (291, 255), (288, 255), [640, 480]]
June 06, 2017 19:38:40:142000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:38:41:573000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:38:41:577000	127.0.0.1-9557	[364, 259]
June 06, 2017 19:38:41:583000	127.0.0.1-9557	[(360, 252), (360, 252), (371, 259), (364, 259), [640, 480]]
June 06, 2017 19:38:45:322000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:38:45:327000	127.0.0.1-9557	[608, 339]
June 06, 2017 19:38:45:331000	127.0.0.1-9557	[(412, 320), (437, 283), (619, 339), (608, 339), [640, 480]]
