June 06, 2017 20:58:45:254000		MOVE  NAO
June 06, 2017 20:58:50:814000	127.0.0.1-9557	SendMessage
June 06, 2017 20:58:50:819000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
June 06, 2017 20:58:50:829000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
June 06, 2017 20:58:50:845000	127.0.0.1-9557	read messages
June 06, 2017 20:58:50:856000	127.0.0.1-9557	['127.0.0.1:9557', 'NEW NAO']
June 06, 2017 20:58:50:867000	127.0.0.1-9557	START MOVING TO OTHER SIDE MoveToOtherSideOfObject
June 06, 2017 20:58:50:874000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 20:58:53:504000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:58:53:507000	127.0.0.1-9557	[236, 255]
June 06, 2017 20:58:53:509000	127.0.0.1-9557	[(228, 244), (228, 244), (239, 255), (236, 255), [640, 480]]
June 06, 2017 20:58:56:829000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 20:58:58:116000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:58:58:119000	127.0.0.1-9557	[288, 219]
June 06, 2017 20:58:58:122000	127.0.0.1-9557	[(284, 212), (284, 212), (291, 219), (288, 219), [640, 480]]
June 06, 2017 20:59:01:140000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 20:59:02:624000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:02:627000	127.0.0.1-9557	[288, 223]
June 06, 2017 20:59:02:652000	127.0.0.1-9557	[(284, 212), (284, 212), (291, 223), (288, 223), [640, 480]]
June 06, 2017 20:59:06:480000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:06:483000	127.0.0.1-9557	[445, 332]
June 06, 2017 20:59:06:493000	127.0.0.1-9557	[(419, 289), (447, 279), (615, 327), (445, 332), [640, 480]]
June 06, 2017 20:59:06:781000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 06, 2017 20:59:08:928000	127.0.0.1-9557	DIRECTION TO MOVE IS
June 06, 2017 20:59:08:931000	127.0.0.1-9557	
June 06, 2017 20:59:10:414000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:10:417000	127.0.0.1-9557	[445, 332]
June 06, 2017 20:59:10:419000	127.0.0.1-9557	[(419, 289), (448, 279), (615, 327), (445, 332), [640, 480]]
June 06, 2017 20:59:10:442000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 20:59:11:809000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:11:814000	127.0.0.1-9557	[288, 223]
June 06, 2017 20:59:11:822000	127.0.0.1-9557	[(283, 214), (284, 212), (291, 223), (288, 223), [640, 480]]
June 06, 2017 20:59:15:076000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 20:59:16:423000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:16:426000	127.0.0.1-9557	[332, 399]
June 06, 2017 20:59:16:428000	127.0.0.1-9557	[(332, 396), (332, 396), (339, 399), (332, 399), [640, 480]]
June 06, 2017 20:59:20:384000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:20:388000	127.0.0.1-9557	[446, 332]
June 06, 2017 20:59:20:390000	127.0.0.1-9557	[(419, 289), (448, 279), (615, 327), (446, 332), [640, 480]]
June 06, 2017 20:59:20:404000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 06, 2017 20:59:48:226000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:48:228000	127.0.0.1-9557	[494, 336]
June 06, 2017 20:59:48:230000	127.0.0.1-9557	[(391, 330), (525, 275), (607, 331), (494, 336), [640, 480]]
June 06, 2017 20:59:48:262000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 20:59:49:642000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:49:644000	127.0.0.1-9557	[312, 407]
June 06, 2017 20:59:49:651000	127.0.0.1-9557	[(312, 404), (312, 404), (319, 407), (312, 407), [640, 480]]
June 06, 2017 20:59:52:727000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 20:59:54:010000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 20:59:54:014000	127.0.0.1-9557	[312, 407]
