June 06, 2017 19:16:41:468000		MOVE  NAO
June 06, 2017 19:16:47:016000	127.0.0.1-9557	SendMessage
June 06, 2017 19:16:47:022000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
June 06, 2017 19:16:47:026000	127.0.0.1-9557	[['127.0.0.1:9557', 'NEW NAO']]
June 06, 2017 19:16:47:100000	127.0.0.1-9557	read messages
June 06, 2017 19:16:47:112000	127.0.0.1-9557	['127.0.0.1:9557', 'NEW NAO']
June 06, 2017 19:16:47:128000	127.0.0.1-9557	START MOVING TO OTHER SIDE MoveToOtherSideOfObject
June 06, 2017 19:16:47:137000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:16:49:918000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:16:49:922000	127.0.0.1-9557	[220, 251]
June 06, 2017 19:16:49:927000	127.0.0.1-9557	[(212, 244), (212, 244), (223, 251), (220, 251), [640, 480]]
June 06, 2017 19:16:53:381000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:16:54:739000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:16:54:747000	127.0.0.1-9557	[212, 255]
June 06, 2017 19:16:54:760000	127.0.0.1-9557	[(208, 248), (208, 248), (219, 255), (212, 255), [640, 480]]
June 06, 2017 19:16:58:420000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:16:59:762000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:16:59:766000	127.0.0.1-9557	[284, 251]
June 06, 2017 19:16:59:773000	127.0.0.1-9557	[(276, 244), (276, 244), (287, 251), (284, 251), [640, 480]]
June 06, 2017 19:17:03:744000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:17:05:101000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:05:105000	127.0.0.1-9557	[280, 251]
June 06, 2017 19:17:05:108000	127.0.0.1-9557	[(276, 244), (276, 244), (287, 251), (280, 251), [640, 480]]
June 06, 2017 19:17:08:577000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:08:579000	127.0.0.1-9557	[416, 327]
June 06, 2017 19:17:08:581000	127.0.0.1-9557	[(407, 283), (411, 279), (599, 327), (416, 327), [640, 480]]
June 06, 2017 19:17:08:594000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 06, 2017 19:17:10:667000	127.0.0.1-9557	DIRECTION TO MOVE IS
June 06, 2017 19:17:10:670000	127.0.0.1-9557	
June 06, 2017 19:17:11:972000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:11:985000	127.0.0.1-9557	[416, 327]
June 06, 2017 19:17:11:996000	127.0.0.1-9557	[(407, 283), (411, 279), (599, 327), (416, 327), [640, 480]]
June 06, 2017 19:17:12:092000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:17:13:547000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:13:549000	127.0.0.1-9557	[280, 251]
June 06, 2017 19:17:13:553000	127.0.0.1-9557	[(276, 244), (276, 244), (287, 251), (280, 251), [640, 480]]
June 06, 2017 19:17:16:630000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:17:17:961000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:17:966000	127.0.0.1-9557	[280, 251]
June 06, 2017 19:17:17:969000	127.0.0.1-9557	[(276, 244), (276, 244), (287, 251), (280, 251), [640, 480]]
June 06, 2017 19:17:21:344000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:21:347000	127.0.0.1-9557	[586, 328]
June 06, 2017 19:17:21:356000	127.0.0.1-9557	[(407, 283), (411, 279), (599, 327), (586, 328), [640, 480]]
June 06, 2017 19:17:21:581000	127.0.0.1-9557	FindDirectionOfOtherRobotRelativeToTable is LEFT
June 06, 2017 19:17:49:811000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:49:821000	127.0.0.1-9557	[345, 336]
June 06, 2017 19:17:49:829000	127.0.0.1-9557	[(271, 327), (375, 279), (463, 331), (345, 336), [640, 480]]
June 06, 2017 19:17:49:863000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:17:51:212000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:51:222000	127.0.0.1-9557	[196, 411]
June 06, 2017 19:17:51:236000	127.0.0.1-9557	[(196, 408), (196, 408), (203, 411), (196, 411), [640, 480]]
June 06, 2017 19:17:54:673000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
June 06, 2017 19:17:55:994000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 06, 2017 19:17:55:997000	127.0.0.1-9557	[212, 411]
June 06, 2017 19:17:56:000000	127.0.0.1-9557	[(212, 404), (212, 404), (223, 407), (212, 411), [640, 480]]
June 06, 2017 19:17:59:160000	127.0.0.1-9557	Adjust table to centre for FindDirectionOfOtherRobotRelativeToTable
